,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes
579,The Mondo Kitchen,['Casual Dining'],https://www.zomato.com/ahmedabad/the-mondo-kitchen-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-101, S G Business Hub, Near Gota Over Bridge, Sola, Ahmedabad",Ahmedabad,Sola,,"Sola, Ahmedabad","Chinese, North Indian, Italian","12noon – 3pm, 7pm – 11pm (Mon-Sun)",1000,3,"['Lunch', 'Cash', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Pure Veg', 'Indoor Seating', 'Desserts and Bakes']",4.2,Very Good,639
580,Legends Of Punjab - By Pepperazi,['Casual Dining'],https://www.zomato.com/ahmedabad/legends-of-punjab-by-pepperazi-gulbai-tekra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor Tirupati House, Near Panjrapole Cross Roads, Gulbai Tekra, Ahmedabad",Ahmedabad,Gulbai Tekra,,"Gulbai Tekra, Ahmedabad","North Indian, Italian, BBQ, Mexican, Thai","12 Noon to 3 PM, 7 PM to 11 PM",700,2,"['Dinner', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted']",4.1,Very Good,417
581,Brick Kitchen - Five Petals,['Casual Dining'],https://www.zomato.com/ahmedabad/brick-kitchen-five-petals-ghatlodia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"At Five Petals Hotel & amp; Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Ahmedabad,Ghatlodia,,"Ghatlodia, Ahmedabad","North Indian, Chinese, Continental","12 Noon to 3 PM, 7 PM to 11 PM",900,3,"['Takeaway Available', 'Credit Card', 'Dinner', 'Debit Card', 'Lunch', 'Cash', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Table booking recommended']",4.5,Excellent,1533
582,The Secret Kitchen,['Casual Dining'],https://www.zomato.com/ahmedabad/the-secret-kitchen-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2nd Floor, Times Square II,
Beside Avalon Hotel, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad",North Indian,"12 Noon to 3 PM, 7 PM to 11 PM",1100,3,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Valet Parking Available', 'Air Conditioned', 'Wifi', 'Indoor Seating', 'Pure Veg']",4.2,Very Good,577
583,Kadak Bhagat,['Casual Dining'],https://www.zomato.com/ahmedabad/kadak-bhagat-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"77, First Floor, Above Bata Showroom, Shrinath Apartments, Krishnabaug Char Rasta, Keshav Kunj, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad","North Indian, Chinese","11:30 AM to 3:30 PM, 7 PM to 11 PM",1200,3,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Serves Jain Food']",4.8,Excellent,897
584,Khichdi Etc,['Casual Dining'],https://www.zomato.com/ahmedabad/khichdi-etc-1-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5-6, Gala Business Center, Opposite Zodiac Plaza, Near St. Xavier's Corner, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,380009,"Navrangpura, Ahmedabad","North Indian, Gujarati","12 Noon to 4 PM, 7 PM to 11 PM",700,2,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Sneakpeek', 'Air Conditioned', 'Pure Veg']",4.4,Very Good,675
585,@Mango,['Casual Dining'],https://www.zomato.com/ahmedabad/@mango-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","North Indian, Italian, Mexican","12 Noon to 3 PM, 7 PM to 11 PM",1300,3,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Serves Jain Food', 'Sneakpeek', 'Indoor Seating', 'Digital Payments Accepted', 'Kid Friendly', 'Pure Veg']",4.5,Excellent,1753
586,Ristretto - Behind the Rods,['Café'],https://www.zomato.com/ahmedabad/ristretto-behind-the-rods-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-1, Ground Floor, Maharaja Palace, University Road, Near Vijay Cross Roads, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Cafe, Italian",11:30 AM to 12 Midnight,1000,3,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi', 'Serves Jain Food', 'Live Music', 'Free Wifi', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4.4,Very Good,905
587,Eat Punjab,['Casual Dining'],https://www.zomato.com/ahmedabad/eat-punjab-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Swagat Status 1, Near Engineering College, New CG Road, Chandkheda, Ahmedabad",Ahmedabad,Chandkheda,0,"Chandkheda, Ahmedabad","North Indian, Chinese, Fast Food","10:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",750,3,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Sodexo', 'Ticket Restaurant', 'Indoor Seating', 'Air Conditioned']",3.7,Good,1403
588,Kailash Parbat,['Casual Dining'],https://www.zomato.com/ahmedabad/kailash-parbat-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"5, Dev Aurum, Near Anandnagar Cross Roads, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","North Indian, Street Food, Asian",11 AM to 11 PM,800,3,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Air Conditioned', 'Pure Veg', 'Buffet', 'Indoor Seating']",4.0,Very Good,954
589,Indian Swag,['Casual Dining'],https://www.zomato.com/ahmedabad/indian-swag-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5, 1st Floor, Devaurum Mall, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","North Indian, Chinese, Continental",24 Hours (Mon-Sun),800,3,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Serves Jain Food', 'Table booking recommended', 'Air Conditioned', 'Pure Veg']",4.1,Very Good,160
590,Gordhan Thaal,['Casual Dining'],https://www.zomato.com/ahmedabad/gordhan-thaal-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Sapath Complex, Opposite Rajpath Club, S G Highway, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Gujarati,"11 AM to 3 PM, 7 PM to 10:30 PM",650,2,"['Debit Card', 'Lunch', 'Cash', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Table Reservation Not Required']",4.5,Excellent,1842
591,Hotel Moti Mahal,['Casual Dining'],https://www.zomato.com/ahmedabad/hotel-moti-mahal-kalupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Railway Station, Kapasia Bazar, Kalupur, Ahmedabad",Ahmedabad,Kalupur,0,"Kalupur, Ahmedabad","North Indian, Chinese",6 AM to 11 PM,600,2,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned']",3.9,Good,773
592,Sale and Pepe,['Casual Dining'],https://www.zomato.com/ahmedabad/sale-and-pepe-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4 & 5, 1st Floor, Times Square Arcade, Thaltej-Shilaj Road, Thaltej, Ahmedabad",Ahmedabad,Thaltej,380059,"Thaltej, Ahmedabad",Italian,"12:30pm – 3:30pm, 6:30pm – 10:45pm (Mon-Sun)",1200,3,"['Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Pure Veg']",4.5,Excellent,328
593,Barbeque Nation,['Casual Dining'],https://www.zomato.com/ahmedabad/barbeque-nation-1-memnagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, Satyaone, Opposite Manav Mandir, Memnagar, Ahmedabad",Ahmedabad,Memnagar,0,"Memnagar, Ahmedabad","Mughlai, North Indian, BBQ","12noon – 3:30pm, 6:30pm – 11pm (Mon-Sun)",1600,4,"['Lunch', 'Cash', 'Dinner', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating', 'Air Conditioned']",4.5,Excellent,2278
594,Tick Tock,['Casual Dining'],https://www.zomato.com/ahmedabad/tick-tock-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Palladium Business Hub, Opposite 4D Square Mall, Near Pantaloons, Chandkheda, Ahmedabad",Ahmedabad,Chandkheda,,"Chandkheda, Ahmedabad","Italian, South Indian, Fast Food",Mon-Sun (8 AM to 11 PM),600,2,"['Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Wifi', 'Indoor Seating', 'Table Reservation Not Required', 'Pure Veg', 'Air Conditioned']",3.9,Good,389
595,Nini's Kitchen,['Casual Dining'],https://www.zomato.com/ahmedabad/ninis-kitchen-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"104/105, First Floor, 3rd Eye Vision, Dr. Vikram Sarabhai Marg (IIM road), Near Nexa Showroom, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,,"Vastrapur, Ahmedabad","North Indian, Italian, Fast Food","12 Noon to 3 PM, 7 PM to 11 PM",1000,3,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Valet Parking Available', 'Air Conditioned', 'Wifi', 'Serves Jain Food', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",4.6,Excellent,888
596,Honest,['Casual Dining'],https://www.zomato.com/ahmedabad/honest-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2, Parth Empire, Near Fire Station, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,0,"Mani Nagar, Ahmedabad","North Indian, South Indian, Fast Food, Chinese",11 AM to 12 Midnight,700,2,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.5,Good,1120
597,Ratatouille - By Pepperazzi,['Casual Dining'],https://www.zomato.com/ahmedabad/ratatouille-by-pepperazzi-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"201, Shilp Aaron, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380059,"Bodakdev, Ahmedabad","Italian, Continental","7pm – 11pm (Mon),12noon – 3pm, 7pm – 11pm (Tue-Sun)",1000,3,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.1,Very Good,707
598,Nini's Kitchen,['Casual Dining'],https://www.zomato.com/niniskitchen?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"9C, Venus Atlantis, Near Shell Petrol Pump, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","North Indian, Italian","12 Noon to 3 PM, 7 PM to 11 PM",1000,3,"['Takeaway Available', 'Debit Card', 'Lunch', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Air Conditioned', 'Wheelchair Accessible', 'Serves Jain Food', 'Valet Parking Available', 'Pure Veg', 'Indoor Seating']",4.5,Excellent,1896
599,How Does It Matter,['Casual Dining'],https://www.zomato.com/ahmedabad/how-does-it-matter-3-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"ARA, Opposite Ashwavilla Bungalows, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380054,"Bodakdev, Ahmedabad","North Indian, Italian, Continental",12noon – 12midnight (Mon-Sun),1000,3,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Credit Card', 'Debit Card', 'Free Parking', 'Indoor Seating', 'All Day Breakfast', 'Outdoor Seating', 'Air Conditioned', 'Private Dining Area Available']",4.0,Very Good,517
600,Pleasure Trove,['Casual Dining'],https://www.zomato.com/ahmedabad/pleasure-trove-ashram-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B 101-104, Sakar 7, Nehru Bridge Corner, Near Patang Restaurant, Ashram Road, Ahmedabad",Ahmedabad,Ashram Road,0,"Ashram Road, Ahmedabad","Mughlai, Chinese","Mon-Sun (12 Noon to 2:30 PM, 7 PM to 10:30 PM)",1200,3,"['Debit Card', 'Lunch', 'Cash', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Indoor Seating', 'Table booking not available', 'Buffet', 'Air Conditioned']",4.1,Very Good,1156
601,Bogarosa,['Casual Dining'],https://www.zomato.com/ahmedabad/bogarosa-1-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"299/1, Beside 9th Avenue Building, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Continental, North Indian",12noon – 11pm (Mon-Sun),1400,3,"['Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Free Parking', 'Indoor Seating', 'Air Conditioned', 'Outdoor Seating', 'Digital Payments Accepted', 'All Day Breakfast']",4.1,Very Good,1256
602,Havmor Restaurant,['Casual Dining'],https://www.zomato.com/ahmedabad/havmor-restaurant-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13, Shivalik Arcade, Near 100 Ft Ring Road, Anand Nagar Road, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,0,"Prahlad Nagar, Ahmedabad","North Indian, Fast Food",12 Noon to 11 PM,700,2,"['Lunch', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4.1,Very Good,462
603,Jassi De Parathe,['Casual Dining'],https://www.zomato.com/ahmedabad/jassi-de-parathe-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"107, Safal Pegasus, Anand Nagar Road, Prahlad Nagar, Ahmedabad",Ahmedabad,"Safal Pegasus, Prahlad Nagar",0,"Safal Pegasus, Prahlad Nagar, Ahmedabad",North Indian,11am – 11:30pm (Mon-Sun),650,2,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg', 'Rooftop', 'Air Conditioned']",4.5,Excellent,1949
604,Yash's SBR,['Casual Dining'],https://www.zomato.com/ahmedabad/yashs-sbr-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 1, Ground floor, Silver Radiance, Pakwan Cross Roads, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,3800054,"Bodakdev, Ahmedabad","Italian, Continental","11am – 11:30pm (Mon-Sat),11am – 12midnight (Sun)",1100,3,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Table booking recommended']",4.0,Very Good,408
605,RP's Pizzeria,['Casual Dining'],https://www.zomato.com/ahmedabad/rps-pizzeria-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5, Ground Floor, Axiom 2, SP Ring Road, Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad","Pizza, Italian",11 AM to 11 PM,550,2,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted']",4.4,Very Good,1071
606,Barbeque Nation,['Casual Dining'],https://www.zomato.com/ahmedabad/barbeque-nation-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, Formula 1, Beside Venus Atlantis, 100 Feet Road, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","Mughlai, North Indian, BBQ","12noon – 3:30pm, 6:30pm – 11pm (Mon-Sun)",1600,4,"['Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Lunch', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended', 'Buffet']",4.6,Excellent,871
607,Kovallam,['Casual Dining'],https://www.zomato.com/ahmedabad/kovallam-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Sardar Patel Sewa Samaj Hall, C G Road, Ahmedabad",Ahmedabad,C G Road,,"C G Road, Ahmedabad",South Indian,"11am – 3pm, 6pm – 10:30pm (Mon-Sun)",700,2,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted']",4.7,Excellent,623
608,City Corner,['Casual Dining'],https://www.zomato.com/ahmedabad/city-corner-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Rajkamal Complex, Opposite Swaminarayan Mandir, Rambaug, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,380008,"Mani Nagar, Ahmedabad","Fast Food, Chinese, South Indian",12 Noon to 12:15 AM,400,2,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.1,Very Good,813
609,Fullfills,['Casual Dining'],https://www.zomato.com/ahmedabad/fullfills-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G2, Ground Floor, Yash Aqua, Vijay Char Rasta, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Continental, Fast Food",Mon-Sun (11 AM to 11 PM),600,2,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Debit Card', 'Indoor Seating', 'Kid Friendly', 'Brunch', 'Air Conditioned', 'Pure Veg']",4.3,Very Good,338
610,Jassi De Parathe,['Casual Dining'],https://www.zomato.com/ahmedabad/jassi-de-parathe-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"28, Sardar Centre, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,0,"Vastrapur, Ahmedabad",North Indian,11am – 11:30pm (Mon-Sun),750,3,"['Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Outdoor Seating', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']",4.3,Very Good,1797
611,Yanki Sizzlers,['Casual Dining'],https://www.zomato.com/ahmedabad/yanki-sizzlers-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4, Ground Floor, Binori Ambit, Next to Renault Showroom, Thaltej Circle, Thaltej, Ahmedabad",Ahmedabad,Thaltej,0,"Thaltej, Ahmedabad","Continental, Italian, Chinese","12 Noon to 3 PM, 7 PM to 11 PM (Mon-Sun)",1200,3,"['Lunch', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Credit Card', 'Indoor Seating', 'Table booking not available', 'Air Conditioned', 'Digital Payments Accepted']",4.9,Excellent,3610
612,Honest,['Casual Dining'],https://www.zomato.com/ahmedabad/honest-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1-3, Ground Floor, Circle P Complex, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,0,"Prahlad Nagar, Ahmedabad","North Indian, South Indian, Fast Food, Chinese",11 AM to 12 Midnight,700,2,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Table Reservation Not Required', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.0,Very Good,1073
613,Madhavrao,['Casual Dining'],https://www.zomato.com/ahmedabad/madhavrao-2-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8,9, Parshwanath Buisness park, Prahlad Nagar Road, Ahmedabad",Ahmedabad,Prahlad Nagar,380015,"Prahlad Nagar, Ahmedabad","Maharashtrian, Gujarati",11 AM to 11 PM,600,2,"['Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Debit Card', 'Lunch', 'Takeaway Available', 'Credit Card', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']",4.0,Very Good,540
614,The Grand Thakar,['Casual Dining'],https://www.zomato.com/ahmedabad/the-grand-thakar-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Above Vijay Sales, Iskon Crossroads, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad","Gujarati, North Indian, Chinese","11:30 AM to 3:30 PM, 7:30 PM to 11 PM",700,2,"['Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Delivery', 'No Alcohol Available', 'Dinner', 'Pure Veg', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Table Reservation Not Required']",4.4,Very Good,1021
615,The Blue Oven,['Casual Dining'],https://www.zomato.com/ahmedabad/the-blue-oven-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"7, Amrapali Lake View Tower, Opposite Alpha One Mall, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,380015,"Vastrapur, Ahmedabad","Pizza, Italian",11 AM to 11 PM,700,2,"['Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned', 'Wifi', 'Live Sports Screening', 'Table booking recommended']",4.3,Very Good,858
616,Yanki Sizzlers,['Casual Dining'],https://www.zomato.com/ahmedabad/yanki-sizzlers-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"HL College Road, Opposite Naran Park Society, Commerce Six Roads, C G Road, Ahmedabad",Ahmedabad,C G Road,,"C G Road, Ahmedabad","Continental, Italian, Chinese, Mexican","Mon-Sun (12 Noon to 3 PM, 7 PM to 11 PM)",1200,3,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Live Entertainment', 'Indoor Seating', 'Air Conditioned', 'Serves Jain Food', 'Live Sports Screening', 'Digital Payments Accepted', 'Pure Veg']",4.9,Excellent,1009
617,1944 Restaurant By Havmor,['Casual Dining'],https://www.zomato.com/ahmedabad/1944-restaurant-by-havmor-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1-4, Ground Floor, Shilp Aaron, Opposite Armieda, Sindhu Bhawan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,0,"Bodakdev, Ahmedabad","North Indian, Continental",12 Noon to 11 PM,1000,3,"['Dinner', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Lunch', 'Delivery', 'Air Conditioned', 'Serves Jain Food', 'Sodexo', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg', 'Desserts and Bakes', 'Indoor Seating']",4.2,Very Good,1077
