Restaurant,Review Count,Food Sentiments
"Reviews of Citrus Cafe - Lemon Tree Premier, Lal Darwaja, Ahmedabad | Zomato",41,"{""ambience"": {""positive"": 6, ""negative"": 0}, ""service"": {""positive"": 4, ""negative"": 0}, ""food"": {""positive"": 12, ""negative"": 0}, ""sauce"": {""positive"": 1, ""negative"": 0}, ""chicken"": {""positive"": 1, ""negative"": 0}, ""mutton"": {""positive"": 1, ""negative"": 0}, ""desserts"": {""positive"": 1, ""negative"": 0}, ""decoration"": {""positive"": 1, ""negative"": 0}, ""buffet"": {""positive"": 1, ""negative"": 0}, ""hospitality"": {""positive"": 1, ""negative"": 0}, ""seating"": {""positive"": 1, ""negative"": 0}, ""cake"": {""positive"": 1, ""negative"": 0}, ""location"": {""positive"": 1, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}, ""deserts"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""dessert"": {""positive"": 0, ""negative"": 1}, ""experience"": {""positive"": 0, ""negative"": 1}}"
"Reviews of City Corner, Mani Nagar, Ahmedabad | Zomato",17,"{""spicy"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Classic Derani Jethani Icecream, Navrangpura, Ahmedabad | Zomato",1,{}
"Reviews of Coffee Culture, Bodakdev, Ahmedabad | Zomato",11,"{""food"": {""positive"": 2, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""mojito"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""pasta"": {""positive"": 1, ""negative"": 0}, ""maggi"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Collage - Hyatt, Vastrapur, Ahmedabad | Zomato",42,"{""quality"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 6, ""negative"": 1}, ""ambience"": {""positive"": 2, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""music"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 1}, ""service"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Cravingz, Acropolis Mall, Thaltej, Ahmedabad | Zomato",38,"{""sandwich"": {""positive"": 2, ""negative"": 0}, ""burger"": {""positive"": 1, ""negative"": 0}, ""drink"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 1}, ""ambience"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Cuppuccino, Navrangpura, Ahmedabad | Zomato",15,"{""food"": {""positive"": 2, ""negative"": 0}, ""curry"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Curries, Bodakdev, Ahmedabad | Zomato",5,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of DNS Dessert N Shakes, Navrangpura, Ahmedabad | Zomato",26,"{""taste"": {""positive"": 2, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""shake"": {""positive"": 2, ""negative"": 0}, ""desserts"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Daawat-E-Khaas, Navrangpura, Ahmedabad | Zomato",4,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Dairy Den, C G Road, Ahmedabad | Zomato",6,{}
"Reviews of Dakshinayan, Satellite, Ahmedabad | Zomato",17,"{""vada"": {""positive"": 0, ""negative"": 1}, ""sambar"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Dangee Dums Yums, Ambavadi, Ahmedabad | Zomato",8,{}
"Reviews of Dangee Dums, 4D Square Mall, Chandkheda, Ahmedabad | Zomato",9,"{""cake"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Dangee Dums, Naranpura, Ahmedabad | Zomato",2,{}
"Reviews of Dangee Dums, Prahlad Nagar, Ahmedabad | Zomato",17,"{""cake"": {""positive"": 1, ""negative"": 0}, ""packaging"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Dangee Dums, Thaltej, Ahmedabad | Zomato",20,"{""cake"": {""positive"": 3, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Danny's Coffee Bar, Thaltej, Ahmedabad | Zomato",42,"{""cafe"": {""positive"": 1, ""negative"": 0}, ""hygiene"": {""positive"": 2, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""coffee"": {""positive"": 2, ""negative"": 1}, ""menu"": {""positive"": 1, ""negative"": 0}, ""maggi"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""sandwich"": {""positive"": 1, ""negative"": 0}, ""environment"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Danny's Coffee Bar, Vastrapur, Ahmedabad | Zomato",48,"{""coffee"": {""positive"": 5, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""bar"": {""positive"": 0, ""negative"": 1}, ""sandwich"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Darbar Lassi Centre, Bapunagar, Ahmedabad | Zomato",24,"{""taste"": {""positive"": 1, ""negative"": 0}, ""lassi"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Das Khaman, Navrangpura, Ahmedabad | Zomato",14,"{""quality"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 0, ""negative"": 1}, ""packaging"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Das Pendawala, Vejalpur, Ahmedabad | Zomato",11,"{""sweets"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""quiet"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Dheemi Aanch, Bodakdev, Ahmedabad | Zomato",12,"{""biryani"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Dilkhush Snacks, Bodakdev, Ahmedabad | Zomato",2,{}
"Reviews of Divine Dine, 4D Square Mall, Chandkheda, Ahmedabad | Zomato",10,{}
"Reviews of Diwan Bhel Pakodi Centre, Satellite, Ahmedabad | Zomato",34,"{""taste"": {""positive"": 2, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 4, ""negative"": 0}, ""chaat"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Domino's Pizza, 4D Square Mall, Chandkheda, Ahmedabad | Zomato",10,{}
"Reviews of Domino's Pizza, Bapunagar, Ahmedabad | Zomato",13,"{""bread"": {""positive"": 1, ""negative"": 0}, ""margherita"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Domino's Pizza, Bopal, Ahmedabad | Zomato",12,"{""pizzas"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Domino's Pizza, C G Road, Ahmedabad | Zomato",3,{}
"Reviews of Domino's Pizza, Ghatlodia, Ahmedabad | Zomato",14,"{""pizza"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Domino's Pizza, Himalaya Mall, Gurukul, Ahmedabad | Zomato",14,{}
"Reviews of Domino's Pizza, Isanpur, Ahmedabad | Zomato",1,{}
"Reviews of Domino's Pizza, Mani Nagar, Ahmedabad | Zomato",2,{}
"Reviews of Domino's Pizza, Naranpura, Ahmedabad | Zomato",5,{}
"Reviews of Domino's Pizza, Nikol, Ahmedabad | Zomato",3,"{""packaging"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Domino's Pizza, Paldi, Ahmedabad | Zomato",1,{}
"Reviews of Domino's Pizza, Prahlad Nagar, Ahmedabad | Zomato",9,"{""tasty"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Domino's Pizza, Sola, Ahmedabad | Zomato",7,"{""service"": {""positive"": 1, ""negative"": 0}, ""pizzas"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Domino's Pizza, Vastral, Ahmedabad | Zomato",13,"{""experience"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Dravida - Fortune Select, Sola, Ahmedabad | Zomato",21,"{""thali"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 4, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""appam"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Dudhia Dairy, Isanpur, Ahmedabad | Zomato",1,{}
"Reviews of Earthen Oven - Fortune Landmark, Ashram Road, Ahmedabad | Zomato",21,"{""food"": {""positive"": 8, ""negative"": 0}, ""starters"": {""positive"": 1, ""negative"": 0}, ""music"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Eat Punjab, Chandkheda, Ahmedabad | Zomato",11,"{""food"": {""positive"": 1, ""negative"": 0}, ""spicy"": {""positive"": 1, ""negative"": 0}, ""packaging"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Eggs World, Satellite, Ahmedabad | Zomato",2,"{""biryani"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Emerald, Naroda, Ahmedabad | Zomato",21,"{""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 3, ""negative"": 0}, ""salad"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Essence - Crowne Plaza, Satellite, Ahmedabad | Zomato",30,"{""food"": {""positive"": 4, ""negative"": 1}, ""service"": {""positive"": 1, ""negative"": 3}, ""quality"": {""positive"": 1, ""negative"": 0}, ""salad"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Faasos - Wraps, Rolls & Shawarma, Gurukul, Ahmedabad | Zomato",20,"{""tasty"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Faasos - Wraps, Rolls & Shawarma, Vejalpur, Ahmedabad | Zomato",3,"{""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Farki, Chandkheda, Ahmedabad | Zomato",12,"{""chaas"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Farki, Lal Darwaja, Ahmedabad | Zomato",11,{}
"Reviews of Farki, Mani Nagar, Ahmedabad | Zomato",12,{}
"Reviews of Farki, Memnagar, Ahmedabad | Zomato",13,{}
"Reviews of Farki, Thaltej, Ahmedabad | Zomato",3,{}
"Reviews of Fat Boys, Bodakdev, Ahmedabad | Zomato",29,"{""pizza"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""pasta"": {""positive"": 1, ""negative"": 0}, ""bread"": {""positive"": 1, ""negative"": 0}, ""quiet"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Fire On Wheels, Vejalpur, Ahmedabad | Zomato",6,"{""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Food On Way, Satellite, Ahmedabad | Zomato",17,"{""taste"": {""positive"": 2, ""negative"": 0}, ""quality"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 1}, ""quantity"": {""positive"": 0, ""negative"": 2}, ""pulao"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Food On Wheels, Ambavadi, Ahmedabad | Zomato",1,"{""khichdi"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Food Station, Thaltej, Ahmedabad | Zomato",36,"{""food"": {""positive"": 3, ""negative"": 0}, ""sambhar"": {""positive"": 1, ""negative"": 0}, ""dosa"": {""positive"": 5, ""negative"": 0}, ""idli"": {""positive"": 2, ""negative"": 0}, ""vada"": {""positive"": 1, ""negative"": 0}, ""juice"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""chutneys"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Foodie's Call, Navrangpura, Ahmedabad | Zomato",12,"{""sandwich"": {""positive"": 1, ""negative"": 0}, ""tea"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Foodinn, Ashram Road, Ahmedabad | Zomato",20,"{""chicken"": {""positive"": 1, ""negative"": 0}, ""tandoori"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Foodman.com, Naranpura, Ahmedabad | Zomato",19,"{""combo"": {""positive"": 1, ""negative"": 0}, ""biryani"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Fozzie's, Bodakdev, Ahmedabad | Zomato",15,"{""taste"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 0}, ""lasagna"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Frankie Station, Satellite, Ahmedabad | Zomato",12,{}
"Reviews of Fresh Roast - Mani Mansion, Paldi, Ahmedabad | Zomato",18,"{""taste"": {""positive"": 3, ""negative"": 0}, ""buffet"": {""positive"": 1, ""negative"": 0}, ""manager"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""hospitality"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""chai"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 0, ""negative"": 1}}"
"Reviews of From The North, C G Road, Ahmedabad | Zomato",21,"{""food"": {""positive"": 1, ""negative"": 0}, ""pulao"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 1}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Fruitshala, Bopal, Ahmedabad | Zomato",5,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Fun Point, Chandkheda, Ahmedabad | Zomato",4,{}
"Reviews of Gamysticafe, Naranpura, Ahmedabad | Zomato",11,"{""tasty"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Gandhi Cold Drink House, Bhadra, Ahmedabad | Zomato",18,"{""quality"": {""positive"": 1, ""negative"": 0}, ""authentic"": {""positive"": 1, ""negative"": 0}, ""falooda"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Gandhi Soda And Ice Cream, Bodakdev, Ahmedabad | Zomato",9,"{""ambience"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Ganesh Bhajipav & Pulav, Chandlodia, Ahmedabad | Zomato",6,{}
"Reviews of Gardenia - Fortune Park, Ellis Bridge, Ahmedabad | Zomato",32,"{""food"": {""positive"": 10, ""negative"": 0}, ""curry"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 2, ""negative"": 0}, ""starters"": {""positive"": 3, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}, ""brunch"": {""positive"": 1, ""negative"": 0}, ""buffet"": {""positive"": 3, ""negative"": 0}, ""cleanliness"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 2, ""negative"": 0}, ""naan"": {""positive"": 1, ""negative"": 0}, ""sweets"": {""positive"": 1, ""negative"": 0}, ""biryani"": {""positive"": 1, ""negative"": 0}, ""juice"": {""positive"": 1, ""negative"": 0}, ""desserts"": {""positive"": 1, ""negative"": 0}, ""quiet"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Gayatri Bhajiya Corner, Rakhial, Ahmedabad | Zomato",6,"{""chutney"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Gayatri Ganthiya, Nikol, Ahmedabad | Zomato",5,"{""food"": {""positive"": 1, ""negative"": 0}, ""khaman"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Geeta Juice Corner, Shahibagh, Ahmedabad | Zomato",2,"{""lassi"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Gita Samosa Centre, Bopal, Ahmedabad | Zomato",2,{}
"Reviews of Gita Samosa Centre, Satellite, Ahmedabad | Zomato",9,{}
"Reviews of Gita Samosa Centre, Vejalpur, Ahmedabad | Zomato",23,"{""samosa"": {""positive"": 2, ""negative"": 1}, ""kachori"": {""positive"": 1, ""negative"": 0}, ""spicy"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Golden Brown, Bodakdev, Ahmedabad | Zomato",15,"{""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Gondal Gathiya, Bapunagar, Ahmedabad | Zomato",4,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Gopi Dalbati, Gota, Ahmedabad | Zomato",2,"{""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Gopi Dining Hall, Ellis Bridge, Ahmedabad | Zomato",14,"{""service"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""authentic"": {""positive"": 1, ""negative"": 0}, ""spicy"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Goras, Gota, Ahmedabad | Zomato",20,"{""thepla"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""environment"": {""positive"": 1, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Gordhan Thaal, Satellite, Ahmedabad | Zomato",25,"{""desserts"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Green House - The House Of MG, Lal Darwaja, Ahmedabad | Zomato",21,"{""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""churma"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Grill'd 'n' More, Bodakdev, Ahmedabad | Zomato",16,"{""sandwich"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""burger"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 0, ""negative"": 1}, ""portion"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Gul Bakers, Satellite, Ahmedabad | Zomato",11,"{""quality"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Gulshan Bakery & Sweets, Rakhial, Ahmedabad | Zomato",2,{}
"Reviews of Gwalia Baklawa, Bodakdev, Ahmedabad | Zomato",1,{}
"Reviews of Gwalia Sweets & Fast Food, 4D Square Mall, Chandkheda, Ahmedabad | Zomato",15,"{""quality"": {""positive"": 1, ""negative"": 1}}"
"Reviews of Gwalia Sweets & Fast Food, Bapunagar, Ahmedabad | Zomato",19,{}
"Reviews of Gwalia Sweets & Fast Food, Bodakdev, Ahmedabad | Zomato",15,"{""food"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""sandesh"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Gwalia Sweets & Fast Food, Bopal, Ahmedabad | Zomato",3,{}
"Reviews of Gwalia Sweets & Fast Food, Mani Nagar, Ahmedabad | Zomato",17,"{""kachori"": {""positive"": 1, ""negative"": 1}, ""cake"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Gwalia Sweets & Fast Food, Navrangpura, Ahmedabad | Zomato",16,"{""paratha"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Gwalia Sweets & Fast Food, Shahibagh, Ahmedabad | Zomato",14,{}
"Reviews of Gwalia Sweets & Fast Food, Thaltej, Ahmedabad | Zomato",16,"{""taste"": {""positive"": 1, ""negative"": 1}}"
"Reviews of Gwalia Sweets, Bopal, Ahmedabad | Zomato",1,{}
"Reviews of Gwalia Sweets, Sola, Ahmedabad | Zomato",5,"{""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of H.L  Vala Frankie, Navrangpura, Ahmedabad | Zomato",1,{}
"Reviews of Hari Om Chhole Puri, Navrangpura, Ahmedabad | Zomato",17,{}
"Reviews of Hari Om Dabeli, Gurukul, Ahmedabad | Zomato",24,"{""food"": {""positive"": 4, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""combo"": {""positive"": 1, ""negative"": 0}, ""packaging"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Harry's Kitchen, Bodakdev, Ahmedabad | Zomato",9,{}
"Reviews of Highland Park, Memnagar, Ahmedabad | Zomato",12,"{""salad"": {""positive"": 1, ""negative"": 0}, ""raita"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Hocco Eatery, Bopal, Ahmedabad | Zomato",17,"{""fries"": {""positive"": 1, ""negative"": 0}, ""pulao"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Hocco Eatery, C G Road, Ahmedabad | Zomato",6,"{""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Hocco Eatery, Subhash Bridge, Ahmedabad | Zomato",1,{}
"Reviews of Hocco Eatery, Vastrapur, Ahmedabad | Zomato",15,{}
"Reviews of Hoggeterians, Ambavadi, Ahmedabad | Zomato",6,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Honest, Bodakdev, Ahmedabad | Zomato",4,"{""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Honest, Bopal, Ahmedabad | Zomato",5,"{""tasty"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Honest, Mani Nagar, Ahmedabad | Zomato",16,"{""spicy"": {""positive"": 1, ""negative"": 0}, ""sandwiches"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Honest, Prahlad Nagar, Ahmedabad | Zomato",14,"{""taste"": {""positive"": 3, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Hotel Moti Mahal, Kalupur, Ahmedabad | Zomato",15,"{""chicken"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Hotel Safar & Restaurant, Sarkhej, Ahmedabad | Zomato",10,"{""taste"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Hotel The Lotus Park, Paldi, Ahmedabad | Zomato",10,"{""food"": {""positive"": 2, ""negative"": 0}, ""paratha"": {""positive"": 1, ""negative"": 0}, ""dal"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Hotel Winsome, Isanpur, Ahmedabad | Zomato",18,"{""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""biryani"": {""positive"": 0, ""negative"": 1}}"
"Reviews of House of Cakes, Memnagar, Ahmedabad | Zomato",24,"{""cake"": {""positive"": 4, ""negative"": 0}, ""taste"": {""positive"": 4, ""negative"": 0}, ""design"": {""positive"": 1, ""negative"": 0}, ""pastry"": {""positive"": 1, ""negative"": 0}, ""owner"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Huber & Holly, Bodakdev, Ahmedabad | Zomato",15,"{""service"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of I Love Sandwich House, Bodakdev, Ahmedabad | Zomato",4,{}
"Reviews of Indore Chat House, Paldi, Ahmedabad | Zomato",32,"{""kachori"": {""positive"": 2, ""negative"": 0}, ""takeaway"": {""positive"": 2, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 4, ""negative"": 0}}"
"Reviews of Indore Chat House, Satellite, Ahmedabad | Zomato",38,"{""kachori"": {""positive"": 4, ""negative"": 0}, ""samosa"": {""positive"": 4, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 4, ""negative"": 0}, ""tasty"": {""positive"": 2, ""negative"": 0}, ""chutney"": {""positive"": 1, ""negative"": 0}, ""price"": {""positive"": 1, ""negative"": 0}, ""cleanliness"": {""positive"": 1, ""negative"": 0}, ""spicy"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Iqbal Hotel Since 1947, Jamalpur, Ahmedabad | Zomato",16,"{""taste"": {""positive"": 1, ""negative"": 0}, ""packing"": {""positive"": 1, ""negative"": 0}, ""kulcha"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Iscon Gathiya, Ashram Road, Ahmedabad | Zomato",5,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Iscon Gathiya, Satellite, Ahmedabad | Zomato",11,"{""presentation"": {""positive"": 1, ""negative"": 0}, ""chutney"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Iscon Gathiya, Sola, Ahmedabad | Zomato",6,"{""tea"": {""positive"": 1, ""negative"": 0}}"
"Reviews of It's A Cake Day, Navrangpura, Ahmedabad | Zomato",26,"{""cake"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Italian Bistro - Maple 99, Chandkheda, Ahmedabad | Zomato",4,"{""ambience"": {""positive"": 1, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}, ""fondue"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Jacaranda - The Ummed, Hansol, Ahmedabad | Zomato",22,"{""experience"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 1}, ""service"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Jajarmaan, Thaltej, Ahmedabad | Zomato",12,"{""food"": {""positive"": 2, ""negative"": 0}, ""ambiance"": {""positive"": 2, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Jalaram Khaman House, Sabarmati, Ahmedabad | Zomato",3,{}
"Reviews of Jassi De Parathe, Odhav, Ahmedabad | Zomato",20,"{""packaging"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Jassi De Parathe, Prahlad Nagar, Ahmedabad | Zomato",7,"{""paratha"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Jassi De Parathe, Vastrapur, Ahmedabad | Zomato",5,"{""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Jasuben Shah Old Pizza, Bodakdev, Ahmedabad | Zomato",5,{}
"Reviews of Java+ - Courtyard By Marriott, Satellite, Ahmedabad | Zomato",14,"{""staff"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Jay Ambe Thali, Gurukul, Ahmedabad | Zomato",1,{}
"Reviews of Jay Bhavani Vadapav, Ambavadi, Ahmedabad | Zomato",1,{}
"Reviews of Jay Bhavani Vadapav, Bodakdev, Ahmedabad | Zomato",1,{}
