Restaurant,Review Count,Food Sentiments
"Reviews of Night Food Delivery, Vejalpur, Ahmedabad | Zomato",21,"{""food"": {""positive"": 2, ""negative"": 0}, ""quality"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Nini's Kitchen, C G Road, Ahmedabad | Zomato",17,"{""food"": {""positive"": 2, ""negative"": 0}, ""cutlery"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Nini's Kitchen, Chandkheda, Ahmedabad | Zomato",7,"{""ambience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Nini's Kitchen, Prahlad Nagar, Ahmedabad | Zomato",12,"{""paratha"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""curry"": {""positive"": 1, ""negative"": 0}}"
"Reviews of No Mad Baker - The Pizzeria, Ambavadi, Ahmedabad | Zomato",8,"{""food"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 0}, ""pizzas"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Non Veg Express, Chandkheda, Ahmedabad | Zomato",10,"{""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Pabrai's Fresh And Naturelle Ice Cream, Satellite, Ahmedabad | Zomato",41,"{""shakes"": {""positive"": 1, ""negative"": 0}, ""icecream"": {""positive"": 1, ""negative"": 0}, ""flavour"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""coffee"": {""positive"": 1, ""negative"": 0}, ""hospitality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Paldi Juice Corner, Paldi, Ahmedabad | Zomato",2,{}
"Reviews of Paramount Restaurant Since 1969, Bhadra, Ahmedabad | Zomato",21,"{""taste"": {""positive"": 1, ""negative"": 0}, ""chicken"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Parosa, Thaltej, Ahmedabad | Zomato",4,{}
"Reviews of Patang - The Revolving Restaurant, Ashram Road, Ahmedabad | Zomato",43,"{""food"": {""positive"": 9, ""negative"": 0}, ""service"": {""positive"": 7, ""negative"": 0}, ""menu"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""starters"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 2, ""negative"": 0}, ""vibe"": {""positive"": 1, ""negative"": 0}, ""hospitality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Patel Ice Cream, Navrangpura, Ahmedabad | Zomato",31,"{""tasty"": {""positive"": 1, ""negative"": 0}, ""icecream"": {""positive"": 1, ""negative"": 0}, ""flavour"": {""positive"": 3, ""negative"": 0}, ""cake"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Perfect Chinese, Satellite, Ahmedabad | Zomato",15,"{""coffee"": {""positive"": 1, ""negative"": 0}, ""tea"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Piperade - The Waterside, Adalaj, Ahmedabad | Zomato",17,"{""food"": {""positive"": 4, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""environment"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""soups"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Pleasure Trove, Ashram Road, Ahmedabad | Zomato",20,"{""service"": {""positive"": 4, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""chicken"": {""positive"": 2, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""biryani"": {""positive"": 1, ""negative"": 0}, ""starters"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Pol 21 - Hotel Binori, Thaltej, Ahmedabad | Zomato",20,"{""food"": {""positive"": 7, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Posh Urban, Chandkheda, Ahmedabad | Zomato",9,"{""naan"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Praful Sweets And Namkeen, Chandkheda, Ahmedabad | Zomato",9,{}
"Reviews of Prem Mevad Ice Cream, Navrangpura, Ahmedabad | Zomato",4,"{""icecream"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Prince Bhajipav, Bodakdev, Ahmedabad | Zomato",6,"{""pulao"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Prince Corner, Vastrapur, Ahmedabad | Zomato",3,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Punjab Malwa, Gota, Ahmedabad | Zomato",1,{}
"Reviews of Punjabiyat - By Jassi De Parathe, Thaltej, Ahmedabad | Zomato",1,{}
"Reviews of Pure Beans & Creams, Thaltej, Ahmedabad | Zomato",35,"{""frappe"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""coffee"": {""positive"": 8, ""negative"": 0}, ""coffees"": {""positive"": 1, ""negative"": 1}, ""taste"": {""positive"": 3, ""negative"": 0}, ""tiramisu"": {""positive"": 0, ""negative"": 1}, ""drinks"": {""positive"": 0, ""negative"": 1}}"
"Reviews of QTB Barbeque, Chandkheda, Ahmedabad | Zomato",4,{}
"Reviews of QWICHES - Good Food Inside, Prahlad Nagar, Ahmedabad | Zomato",4,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of R & G, Chandkheda, Ahmedabad | Zomato",14,"{""taste"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""chicken"": {""positive"": 0, ""negative"": 1}}"
"Reviews of R Kitchen - Renaissance Hotel, Sola, Ahmedabad | Zomato",20,"{""tiramisu"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""packing"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""packaging"": {""positive"": 1, ""negative"": 0}, ""pasta"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}}"
"Reviews of R.K. Egg Eatery, Vastrapur, Ahmedabad | Zomato",5,"{""taste"": {""positive"": 2, ""negative"": 0}}"
"Reviews of RP's Pizzeria, Bopal, Ahmedabad | Zomato",21,"{""pizza"": {""positive"": 3, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of RP's Pizzeria, Paldi, Ahmedabad | Zomato",7,"{""pizza"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Radhika's Authentic South Indian Food, Gurukul, Ahmedabad | Zomato",23,"{""taste"": {""positive"": 1, ""negative"": 0}, ""dosa"": {""positive"": 1, ""negative"": 0}, ""price"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Radhika's Authentic South Indian Food, Prahlad Nagar, Ahmedabad | Zomato",12,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Raipur Bhajiya House, Astodia, Ahmedabad | Zomato",4,{}
"Reviews of Rajputana Handi, Naroda, Ahmedabad | Zomato",1,{}
"Reviews of Rajwadu, Vejalpur, Ahmedabad | Zomato",19,"{""ambiance"": {""positive"": 1, ""negative"": 0}, ""thali"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 4, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""authentic"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Ram Sagar Sweets, Ranip, Ahmedabad | Zomato",2,"{""sweets"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Rasna Sweets, Mani Nagar, Ahmedabad | Zomato",2,{}
"Reviews of Ravindra Omlete, Navrangpura, Ahmedabad | Zomato",4,"{""portion"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Recess - Armoise Hotel, C G Road, Ahmedabad | Zomato",35,"{""quality"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""cafe"": {""positive"": 3, ""negative"": 0}, ""coffee"": {""positive"": 1, ""negative"": 0}, ""icecream"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 4, ""negative"": 0}, ""buffet"": {""positive"": 1, ""negative"": 0}, ""menu"": {""positive"": 1, ""negative"": 0}, ""beverages"": {""positive"": 1, ""negative"": 0}, ""seating"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 1}, ""sandwich"": {""positive"": 1, ""negative"": 0}, ""pasta"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""combos"": {""positive"": 1, ""negative"": 0}, ""khichdi"": {""positive"": 1, ""negative"": 0}, ""latte"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Rekhaben Kathiyawadi Food, Bodakdev, Ahmedabad | Zomato",12,"{""food"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Ripples - Avalon Hotel, Bodakdev, Ahmedabad | Zomato",27,"{""ambiance"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""soup"": {""positive"": 1, ""negative"": 0}, ""starters"": {""positive"": 1, ""negative"": 0}, ""sandwich"": {""positive"": 1, ""negative"": 0}, ""quiet"": {""positive"": 1, ""negative"": 0}, ""menu"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""hygiene"": {""positive"": 0, ""negative"": 2}}"
"Reviews of Ristretto - Behind The Rods, Navrangpura, Ahmedabad | Zomato",30,"{""cafe"": {""positive"": 1, ""negative"": 0}, ""concept"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""coffee"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 4, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}, ""papad"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Roastery Cultur - The Coffee Company, Bodakdev, Ahmedabad | Zomato",6,"{""quality"": {""positive"": 1, ""negative"": 0}, ""coffee"": {""positive"": 1, ""negative"": 0}, ""bread"": {""positive"": 0, ""negative"": 1}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of SGD Food, Chandkheda, Ahmedabad | Zomato",2,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of SKYZ Restaurant & Banquet, Prahlad Nagar, Ahmedabad | Zomato",8,"{""service"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""sizzler"": {""positive"": 1, ""negative"": 0}, ""portion"": {""positive"": 1, ""negative"": 0}, ""manchurian"": {""positive"": 0, ""negative"": 1}}"
"Reviews of SOSE - Suryan Organic Store & Eatery, Vejalpur, Ahmedabad | Zomato",33,"{""milkshakes"": {""positive"": 2, ""negative"": 0}, ""juice"": {""positive"": 1, ""negative"": 1}, ""taste"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""shake"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Saffron Restaurant - Ramada, Prahlad Nagar, Ahmedabad | Zomato",26,"{""ambience"": {""positive"": 3, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""atmosphere"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 7, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Saffron, Memnagar, Ahmedabad | Zomato",45,"{""service"": {""positive"": 4, ""negative"": 0}, ""ambience"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 4, ""negative"": 0}, ""manager"": {""positive"": 2, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Sale & Pepe - Ristorante Italiano, Thaltej, Ahmedabad | Zomato",17,"{""food"": {""positive"": 1, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Sam's Pizza, Navrangpura, Ahmedabad | Zomato",23,"{""food"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""starters"": {""positive"": 1, ""negative"": 0}, ""pizza"": {""positive"": 0, ""negative"": 1}}"
"Reviews of SandwichworkZ - The Fusion Street Cafe, Ambavadi, Ahmedabad | Zomato",21,"{""breakfast"": {""positive"": 2, ""negative"": 0}, ""sandwiches"": {""positive"": 1, ""negative"": 0}, ""shake"": {""positive"": 1, ""negative"": 0}, ""sandwich"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 0, ""negative"": 2}}"
"Reviews of Sante Spa Cuisine, Thaltej, Ahmedabad | Zomato",18,"{""food"": {""positive"": 3, ""negative"": 0}, ""pizza"": {""positive"": 1, ""negative"": 1}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}, ""risotto"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Santushti Shakes & More, Navrangpura, Ahmedabad | Zomato",12,"{""quality"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Santushti Shakes, Bodakdev, Ahmedabad | Zomato",2,{}
"Reviews of Sasuji, C G Road, Ahmedabad | Zomato",21,"{""food"": {""positive"": 4, ""negative"": 0}, ""portion"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Saurashtra Dairy Farm, Ghatlodia, Ahmedabad | Zomato",4,"{""sweets"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shakti - The Sandwich Shop, Bodakdev, Ahmedabad | Zomato",2,{}
"Reviews of Shakti - The Sandwich Shop, Mani Nagar, Ahmedabad | Zomato",18,{}
"Reviews of Shakti - The Sandwich Shop, Naranpura, Ahmedabad | Zomato",7,"{""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Shakti - The Sandwich Shop, Navrangpura, Ahmedabad | Zomato",19,"{""quality"": {""positive"": 1, ""negative"": 0}, ""sandwich"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Shakti - The Sandwich Shop, Relief Road, Ahmedabad | Zomato",9,{}
"Reviews of Shambhu's Coffee Bar, Adalaj, Ahmedabad | Zomato",5,"{""coffee"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""sandwich"": {""positive"": 1, ""negative"": 0}, ""flavour"": {""positive"": 1, ""negative"": 0}, ""drinks"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shambhu's Coffee Bar, Gulbai Tekra, Ahmedabad | Zomato",5,"{""coffee"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Shambhu's Coffee Bar, Hansol, Ahmedabad | Zomato",19,"{""paratha"": {""positive"": 1, ""negative"": 1}, ""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Shambhu's Coffee Bar, Prahlad Nagar, Ahmedabad | Zomato",17,"{""coffee"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""shake"": {""positive"": 1, ""negative"": 0}, ""sandwich"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Shambhu's Coffee Bar, Sola, Ahmedabad | Zomato",1,{}
"Reviews of Shankar's Ice Cream Library, Bodakdev, Ahmedabad | Zomato",3,{}
"Reviews of Shiv Food Service, Bodakdev, Ahmedabad | Zomato",23,"{""quantity"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""packing"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shiv Om Food Center, Sola, Ahmedabad | Zomato",12,"{""roti"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shiva's Shakti, Satellite, Ahmedabad | Zomato",1,"{""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shree Ambika Dalvada Centre, Gota, Ahmedabad | Zomato",30,"{""food"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""vada"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Shree Ambika Dalvada Centre, Naranpura, Ahmedabad | Zomato",16,"{""packing"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 2, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Shree Annapurna Punjabi & Chinese, Mani Nagar, Ahmedabad | Zomato",18,"{""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Shree Ashapura, Hansol, Ahmedabad | Zomato",4,"{""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shree Gokulesh Farali Centre, Naroda, Ahmedabad | Zomato",13,"{""taste"": {""positive"": 2, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Shree Jay Jalaram Dairy Farm, Navrangpura, Ahmedabad | Zomato",13,"{""lassi"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""behavior"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shree Manmohan Kharek Centre, C G Road, Ahmedabad | Zomato",32,"{""quality"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 3, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Shree Mehfil, Sola, Ahmedabad | Zomato",19,"{""soup"": {""positive"": 2, ""negative"": 0}, ""spicy"": {""positive"": 1, ""negative"": 0}, ""packing"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shree Ram Bhojnalay, Mani Nagar, Ahmedabad | Zomato",2,{}
"Reviews of Shree Saurashtra Sweets & Namkeen, Gota, Ahmedabad | Zomato",12,"{""food"": {""positive"": 2, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shree Varudi Khodiyar, Gota, Ahmedabad | Zomato",7,"{""vada"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Shreeji Nashta House, Shahibagh, Ahmedabad | Zomato",6,"{""taste"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shreejikrupa, Vastrapur, Ahmedabad | Zomato",3,"{""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shri Mehta Chawana & Sweet Centre, Mani Nagar, Ahmedabad | Zomato",21,"{""quantity"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Shri Sai Paratha, Bodakdev, Ahmedabad | Zomato",11,"{""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Shrinath Khaman House, Shahibagh, Ahmedabad | Zomato",3,"{""service"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Silver Dine - Platinum Hotels, Paldi, Ahmedabad | Zomato",24,"{""quantity"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 1}, ""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Silver Leaf - Cama Hotel, Lal Darwaja, Ahmedabad | Zomato",16,"{""sandwiches"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Silver Leaf, Thaltej, Ahmedabad | Zomato",28,"{""food"": {""positive"": 3, ""negative"": 1}, ""chicken"": {""positive"": 1, ""negative"": 1}, ""brownie"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Singh's Shahi Rasoi, Chandkheda, Ahmedabad | Zomato",20,"{""soup"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""salad"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Sizzling Brownie, Bodakdev, Ahmedabad | Zomato",43,"{""brownie"": {""positive"": 4, ""negative"": 0}, ""taste"": {""positive"": 3, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}, ""location"": {""positive"": 1, ""negative"": 0}, ""icecream"": {""positive"": 1, ""negative"": 0}, ""price"": {""positive"": 2, ""negative"": 0}, ""brownies"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Sizzling Brownie, Vastrapur, Ahmedabad | Zomato",42,"{""brownie"": {""positive"": 10, ""negative"": 2}, ""desserts"": {""positive"": 1, ""negative"": 0}, ""cleanliness"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 3, ""negative"": 0}, ""dessert"": {""positive"": 2, ""negative"": 0}, ""price"": {""positive"": 2, ""negative"": 1}, ""brownies"": {""positive"": 3, ""negative"": 0}, ""owner"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 1, ""negative"": 0}, ""sauce"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""experience"": {""positive"": 1, ""negative"": 0}, ""icecream"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Sizzling Shihai, Shree Balaji Agora Mall, Chandkheda, Ahmedabad | Zomato",28,"{""food"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""noodles"": {""positive"": 1, ""negative"": 0}, ""ambience"": {""positive"": 2, ""negative"": 0}, ""curry"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Soul Square, Bodakdev, Ahmedabad | Zomato",28,"{""taste"": {""positive"": 1, ""negative"": 0}, ""cafe"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Soulmate - Make Moments Memorable, Gulbai Tekra, Ahmedabad | Zomato",23,"{""ambience"": {""positive"": 3, ""negative"": 0}, ""food"": {""positive"": 5, ""negative"": 0}, ""ambiance"": {""positive"": 1, ""negative"": 0}, ""atmosphere"": {""positive"": 1, ""negative"": 0}, ""decoration"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Sphere Lounge - Hotel Ramada, Prahlad Nagar, Ahmedabad | Zomato",13,"{""food"": {""positive"": 1, ""negative"": 0}, ""portion"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Spirit O Sound, Shree Balaji Agora Mall, Chandkheda, Ahmedabad | Zomato",19,"{""food"": {""positive"": 1, ""negative"": 0}, ""atmosphere"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""hospitality"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""quiet"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Stick With It, Bopal, Ahmedabad | Zomato",41,"{""pancake"": {""positive"": 2, ""negative"": 0}, ""pancakes"": {""positive"": 1, ""negative"": 0}, ""quantity"": {""positive"": 1, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""sauce"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""waffle"": {""positive"": 2, ""negative"": 0}, ""waffles"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Stone Baked Pizza, Vastrapur, Ahmedabad | Zomato",29,"{""pizza"": {""positive"": 8, ""negative"": 0}, ""experience"": {""positive"": 2, ""negative"": 0}, ""ambience"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 3, ""negative"": 0}, ""staff"": {""positive"": 1, ""negative"": 0}, ""service"": {""positive"": 3, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""tasty"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Stuff's Food, Bodakdev, Ahmedabad | Zomato",22,"{""paratha"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""naan"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Stuff's Food, Naranpura, Ahmedabad | Zomato",33,"{""taste"": {""positive"": 5, ""negative"": 0}, ""biryani"": {""positive"": 1, ""negative"": 0}, ""paratha"": {""positive"": 1, ""negative"": 0}, ""lassi"": {""positive"": 2, ""negative"": 0}, ""kulcha"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 2, ""negative"": 0}, ""service"": {""positive"": 1, ""negative"": 0}, ""chole"": {""positive"": 1, ""negative"": 0}}"
"Reviews of Subway, Ranip, Ahmedabad | Zomato",7,"{""salad"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Subway, Satellite, Ahmedabad | Zomato",2,"{""bread"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Sukhadia Jamnadas Maganlal, Satellite, Ahmedabad | Zomato",7,"{""tasty"": {""positive"": 2, ""negative"": 0}}"
"Reviews of Sukhadia Khambhatwala, Mani Nagar, Ahmedabad | Zomato",3,{}
"Reviews of Swad Food Corner, Shahibagh, Ahmedabad | Zomato",6,"{""food"": {""positive"": 0, ""negative"": 1}}"
"Reviews of Swati Snacks, C G Road, Ahmedabad | Zomato",4,"{""quality"": {""positive"": 1, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}}"
"Reviews of TGB Cafe N Bakery, Navrangpura, Ahmedabad | Zomato",34,"{""ambiance"": {""positive"": 1, ""negative"": 0}, ""cake"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 1, ""negative"": 0}, ""cakes"": {""positive"": 3, ""negative"": 0}, ""rolls"": {""positive"": 1, ""negative"": 0}, ""pastries"": {""positive"": 2, ""negative"": 0}, ""service"": {""positive"": 0, ""negative"": 1}}"
"Reviews of TG’s - The Oriental Grill - Hyatt, Vastrapur, Ahmedabad | Zomato",46,"{""experience"": {""positive"": 2, ""negative"": 0}, ""food"": {""positive"": 7, ""negative"": 0}, ""service"": {""positive"": 2, ""negative"": 0}}"
