aggregate_rating,city,index,price_range,name,location_url,url,average_cost_for_two,phone,timings,cuisines,address,rating_text,establishment,locality_verbose,votes,more_info,zipcode,locality,highlights,highlights_4/5_star,highlights_5_star_property,highlights_air_conditioned,highlights_all_day_breakfast,highlights_available_for_functions,highlights_axis_bank_-_dining_delights,highlights_board_games,highlights_breakfast,highlights_brunch,highlights_buffet,highlights_bulk_orders_accepted,highlights_cash,highlights_couple_entry_only,highlights_credit_card,highlights_dj,highlights_debit_card,highlights_delivery,highlights_desserts_and_bakes,highlights_digital_payments_accepted,highlights_dinner,highlights_disabled_friendly,highlights_family_friendly,highlights_free_parking,highlights_free_wifi,highlights_gaming_area,highlights_gluten_free_options,highlights_group_meal,highlights_halal,highlights_happy_hours,highlights_high_tea,highlights_home_delivery,highlights_indoor_seating,highlights_keto_options,highlights_kid_friendly,highlights_live_entertainment,highlights_live_music,highlights_live_sports_screening,highlights_low-intensity_music,highlights_lunch_menu,highlights_lunch,highlights_luxury_dining,highlights_mall_parking,highlights_no_alcohol_available,highlights_no_seating_available,highlights_outdoor_seating,highlights_party_music,highlights_pet_friendly,highlights_poolside,highlights_pre-ordering_required,highlights_private_dining_area_available,highlights_pure_veg,highlights_restroom_available,highlights_romantic_dining,highlights_rooftop,highlights_self_service,highlights_serves_alcohol,highlights_serves_cocktails,highlights_serves_jain_food,highlights_serves_non_veg,highlights_smoking_area,highlights_sneakpeek,highlights_sodexo,highlights_standing_tables,highlights_street_parking,highlights_subscription_available,highlights_sugar_free_options,highlights_table_reservation_not_required,highlights_table_booking_for_groups,highlights_table_booking_not_available,highlights_table_booking_recommended,highlights_table_reservation_required,highlights_takeaway_available,highlights_ticket_restaurant,highlights_unlimited_pizza,highlights_valet_parking_available,highlights_variable_menu,highlights_vegan_options,highlights_vegetarian_only,highlights_wheelchair_accessible,highlights_wifi,highlights_wine,highlights_work_friendly,highlights_
3.7,Ahmedabad,138,3.0,Ariva Multi Cuisine - Aarya Grand,https://www.google.com/maps/search/?api=1&query=Ariva%20Multi%20Cuisine%20-%20Aarya%20Grand%2C%20Aarya%20Grand%2C%20Kargil%20Petrol%20Pump%20Lane%2C%20S.G%20Road%2C%20Sola%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/ariva-multi-cuisine-aarya-grand-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1200,,"12noon – 3pm, 7pm – 11pm (Mon-Sun)",North Indian,"Aarya Grand, Kargil Petrol Pump Lane, S.G Road, Sola, Ahmedabad",Good,['Casual Dining'],"Aarya Grand Hotels & Resorts, Sola, Ahmedabad",40.0,,,"Aarya Grand Hotels & Resorts, Sola","['Takeaway Available', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Pure Veg', 'Air Conditioned']",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.3,Ahmedabad,139,3.0,The Nine,https://www.google.com/maps/search/?api=1&query=The%20Nine%2C%20YMCA%20International%20Center%2C%20SG%20Highway%20Road%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/the-nine-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1200,,"12 Noon to 3 PM, 7 PM to 11 PM","Asian, North Indian, South Indian, Italian","YMCA International Center, SG Highway Road, Bodakdev, Ahmedabad",Average,['Casual Dining'],"Bodakdev, Ahmedabad",5.0,,,Bodakdev,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Indoor Seating', 'Table Reservation Not Required', 'Serves Jain Food', 'Air Conditioned', 'Pure Veg']",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1,Ahmedabad,140,3.0,Miyabi,https://www.google.com/maps/search/?api=1&query=Miyabi%2C%2061%2C%20Opposite%20to%20Honda%20Plant%2C%20Vithalap%2C%20Shela%20Road%2C%20Bopal%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/miyabi-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1200,,8 AM to 10:30 PM,Japanese,"61, Opposite to Honda Plant, Vithalap, Shela Road, Bopal, Ahmedabad",Average,['Casual Dining'],"Bopal, Ahmedabad",5.0,,,Bopal,"['Cash', 'Debit Card', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Breakfast', 'Lunch', 'Indoor Seating']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.4,Ahmedabad,141,3.0,Dhoom Dhaam,https://www.google.com/maps/search/?api=1&query=Dhoom%20Dhaam%2C%20Ground%20Floor%2C%20Sumel%20Complex%2C%20S.G.Highway%2C%20Near%20Tej%20Motors%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/dhoom-dhaam-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1100,,"12 Noon to 2:45 PM, 7 PM to 10:45 PM","Modern Indian, North Indian, Parsi","Ground Floor, Sumel Complex, S.G.Highway, Near Tej Motors, Bodakdev, Ahmedabad",Very Good,['Casual Dining'],"Bodakdev, Ahmedabad",529.0,,,Bodakdev,"['Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Indoor Seating', 'Air Conditioned']",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.2,Ahmedabad,142,3.0,Sphere Lounge - Hotel Ramada,https://www.google.com/maps/search/?api=1&query=Sphere%20Lounge%20-%20Hotel%20Ramada%2C%20Hotel%20Ramada%2C%20Corporate%20Road%2C%20Opposite%20Prahlad%20Nagar%20Garden%2C%20Prahlad%20Nagar%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/sphere-lounge-hotel-ramada-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1100,,6 PM to 2 AM,Cafe,"Hotel Ramada, Corporate Road, Opposite Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Very Good,['Café'],"Ramada, Prahlad Nagar, Ahmedabad",787.0,,,"Ramada, Prahlad Nagar","['Delivery', 'Dinner', 'Cash', 'Debit Card', 'No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Outdoor Seating', 'Wifi', 'Pure Veg', 'Free Parking', 'Valet Parking Available', 'Table reservation required', 'Wheelchair Accessible']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
3.8,Ahmedabad,143,3.0,Barbeque World,https://www.google.com/maps/search/?api=1&query=Barbeque%20World%2C%20104%2C%201st%20Floor%2C%20%20Sigma%20Legacy%20Building%2C%20IIM%20Road%2C%20Near%20Panjarapol%20Cross%20Roads%2C%20Vastrapur%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/barbeque-world-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1100,,"11:30am – 2:30pm, 7:30pm – 10:30pm (Mon, Tue, Wed, Thu, Sat, Sun), 11:30am – 2:30pm, 7:3pm – 10:30pm (Fri)","North Indian, BBQ","104, 1st Floor,  Sigma Legacy Building, IIM Road, Near Panjarapol Cross Roads, Vastrapur, Ahmedabad",Good,['Casual Dining']," Sigma Legacy Building, Vastrapur, Ahmedabad",501.0,,," Sigma Legacy Building, Vastrapur","['Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Pure Veg', 'Buffet', 'Indoor Seating', 'Air Conditioned']",0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.1,Ahmedabad,144,3.0,Masala County,https://www.google.com/maps/search/?api=1&query=Masala%20County%2C%202nd%20Floor%2C%20Shree%20Balaji%20Agora%20Mall%2C%20Between%20Tapovan%20and%20Bhat%20Circles%2C%20Chandkheda%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/masala-county-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,1100,,"11 AM to 3 PM, 7 PM to 11 PM",North Indian,"2nd Floor, Shree Balaji Agora Mall, Between Tapovan and Bhat Circles, Chandkheda, Ahmedabad",Very Good,['Casual Dining'],"Shree Balaji Agora Mall, Chandkheda, Ahmedabad",375.0,,382424,"Shree Balaji Agora Mall, Chandkheda","['Delivery', 'No Alcohol Available', 'Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Dinner', 'Takeaway Available', 'Mall Parking', 'Table booking recommended', 'Pure Veg', 'Serves Jain Food', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Air Conditioned']",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,Ahmedabad,145,1.0,Indore Chat House,https://www.google.com/maps/search/?api=1&query=Indore%20Chat%20House%2C%20Shivalik%205%2C%20Mahalaxmi%20Cross%20Road%2C%20Paldi%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/indore-chat-house-paldi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,,10 AM to 10 PM,Street Food,"Shivalik 5, Mahalaxmi Cross Road, Paldi, Ahmedabad",Bardzo dobrze,['Quick Bites'],"Paldi, Ahmedabad",208.0,,0,Paldi,"['Cash', 'No Seating Available', 'Takeaway Available', 'No Alcohol Available', 'Pure Veg', 'Free Parking']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,Ahmedabad,146,1.0,New Gujarat Dalvada,https://www.google.com/maps/search/?api=1&query=New%20Gujarat%20Dalvada%2C%20Sun%20Complex%2C%20Near%20Park%20Plaza%2C%20Gujarat%20College%20Road%2C%20Ellis%20Bridge%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/new-gujarat-dalvada-ellis-bridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,,8:30 AM to 8:30 PM,Street Food,"Sun Complex, Near Park Plaza, Gujarat College Road, Ellis Bridge, Ahmedabad",Very Good,['Quick Bites'],"Ellis Bridge, Ahmedabad",158.0,,,Ellis Bridge,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'No Seating Available', 'Pure Veg', 'Free Parking']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,Ahmedabad,147,1.0,Indore Chat House,https://www.google.com/maps/search/?api=1&query=Indore%20Chat%20House%2C%20Sagar%20Complex%2C%20Opposite%20Mansi%20Tower%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/indore-chat-house-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,,10 AM to 10 PM,Street Food,"Sagar Complex, Opposite Mansi Tower, Satellite, Ahmedabad",Very Good,[],"Satellite, Ahmedabad",120.0,,,Satellite,"['Cash', 'Takeaway Available', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.9,Ahmedabad,148,1.0,Agarwal Kachori Centre,https://www.google.com/maps/search/?api=1&query=Agarwal%20Kachori%20Centre%2C%20Opposite%20B%20G%20Towers%2C%20Near%20Delhi%20Gate%2C%20Shahibagh%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/agarwal-kachori-centre-shahibagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,,9 AM to 8 PM,Street Food,"Opposite B G Towers, Near Delhi Gate, Shahibagh, Ahmedabad",Good,['Quick Bites'],"Shahibagh, Ahmedabad",60.0,,,Shahibagh,"['Breakfast', 'No Seating Available', 'Cash', 'Takeaway Available', 'Pure Veg', 'Free Parking']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.6,Ahmedabad,149,1.0,Jus De' Cane,https://www.google.com/maps/search/?api=1&query=Jus%20De%27%20Cane%2C%2022%2C%20Ground%20Floor%2C%20Sunrise%20Shopping%20Centre%2C%20Opposite%20Indraprasth%20Tower%2C%20Drive%20In%20Road%2C%20Gurukul%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/jus-de-cane-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,,10:30 AM to 11:30 PM,"Juices, Beverages","22, Ground Floor, Sunrise Shopping Centre, Opposite Indraprasth Tower, Drive In Road, Gurukul, Ahmedabad",Good,['Beverage Shop'],"Gurukul, Ahmedabad",46.0,,,Gurukul,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'Outdoor Seating', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.5,Ahmedabad,150,1.0,New Gujarat Dalvada,https://www.google.com/maps/search/?api=1&query=New%20Gujarat%20Dalvada%2C%20Opposite%20Akik%20Complex%2C%20S%20G%20Highway%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/new-gujarat-dalvada-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,,8 AM to 8 PM,Street Food,"Opposite Akik Complex, S G Highway, Bodakdev, Ahmedabad",Good,['Quick Bites'],"Bodakdev, Ahmedabad",33.0,,0,Bodakdev,"['Breakfast', 'Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Free Parking', 'Pure Veg', 'Outdoor Seating']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.5,Ahmedabad,151,1.0,Cane-d,https://www.google.com/maps/search/?api=1&query=Cane-d%2C%202%2C%20Saman%20Complex%2C%20Opposite%20Nalanda%20Complex%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/cane-d-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,,10 AM to 11 PM,Beverages,"2, Saman Complex, Opposite Nalanda Complex, Satellite, Ahmedabad",Good,['Beverage Shop'],"Satellite, Ahmedabad",24.0,,,Satellite,"['Cash', 'Takeaway Available', 'No Seating Available', 'Digital Payments Accepted', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.4,Ahmedabad,152,1.0,Jay Jalaram Khaman House,https://www.google.com/maps/search/?api=1&query=Jay%20Jalaram%20Khaman%20House%2C%2026%2C%20Lower%20Level%2C%20%20Arjun%20Tower%2C%20Shivranjini%20Cross%20Road%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/jay-jalaram-khaman-house-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,,8 AM to 4 PM,Street Food,"26, Lower Level,  Arjun Tower, Shivranjini Cross Road, Satellite, Ahmedabad",Average,['Quick Bites'],"Satellite, Ahmedabad",14.0,,,Satellite,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'Free Parking', 'Outdoor Seating', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,Ahmedabad,153,1.0,Jodhpuri Kachori Samosa,https://www.google.com/maps/search/?api=1&query=Jodhpuri%20Kachori%20Samosa%2C%20Qureshi%20Complex%2C%20Dani%20Limda%20Cross%20Road%2C%20Kankaria%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/jodhpuri-kachori-samosa-kankaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,,9 AM to 10 PM,Street Food,"Qureshi Complex, Dani Limda Cross Road, Kankaria, Ahmedabad",Average,['Quick Bites'],"Kankaria, Ahmedabad",9.0,,,Kankaria,"['No Alcohol Available', 'Cash', 'No Seating Available', 'Takeaway Available', 'Pure Veg', 'Free Parking']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,154,1.0,Parimal Dalpuri Pakvan Center,https://www.google.com/maps/search/?api=1&query=Parimal%20Dalpuri%20Pakvan%20Center%2C%20Beside%20Gigev%20Hardware%20Shop%2C%20Opposite%20Hanumanji%20Temple%2C%20Thakkarbapanagar%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/parimal-dalpuri-pakvan-center-1-bapunagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,70,,"7:45am – 11:30am (Mon-Sat),7:45am – 11am (Sun)",Street Food,"Beside Gigev Hardware Shop, Opposite Hanumanji Temple, Thakkarbapanagar, Ahmedabad",Not rated,['Quick Bites'],"Bapunagar, Ahmedabad",1.0,,382350,Bapunagar,"['Cash', 'Takeaway Available', 'Breakfast', 'No Seating Available', 'No Alcohol Available', 'Lunch', 'Dinner', 'Self Service', 'Pure Veg']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.1,Ahmedabad,155,1.0,Iscon Ganthiya,https://www.google.com/maps/search/?api=1&query=Iscon%20Ganthiya%2C%20Opposite%20Karnavati%20Club%2C%20S%20G%20Highway%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/iscon-ganthiya-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,100,,12:30 AM to 12 Midnight,Street Food,"Opposite Karnavati Club, S G Highway, Satellite, Ahmedabad",Very Good,['Quick Bites'],"Satellite, Ahmedabad",380.0,,,Satellite,"['Lunch', 'Standing Tables', 'No Seating Available', 'Cash', 'Free Parking', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,Ahmedabad,156,1.0,Ambika Dalvada Centre,https://www.google.com/maps/search/?api=1&query=Ambika%20Dalvada%20Centre%2C%203%2C%20Shivam%20Complex%2C%20Behind%20HL%20College%2C%20Navrangpura%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/ambika-dalvada-centre-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,100,,9 AM to 8 PM (Mon-Sun),Street Food,"3, Shivam Complex, Behind HL College, Navrangpura, Ahmedabad",Very Good,['Quick Bites'],"Navrangpura, Ahmedabad",325.0,,0,Navrangpura,"['Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg', 'Free Parking']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.4,Ahmedabad,157,1.0,Farki,https://www.google.com/maps/search/?api=1&query=Farki%2C%20Krishna%20Bagh%20Cross%20Road%2C%20Opposite%20Vijay%20Bank%2C%20Mani%20Nagar%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/farki-1-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,100,,9 AM to 11 PM (Mon-Sun),Desserts,"Krishna Bagh Cross Road, Opposite Vijay Bank, Mani Nagar, Ahmedabad",Very Good,['Dessert Parlour'],"Mani Nagar, Ahmedabad",304.0,,,Mani Nagar,"['Cash', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Desserts and Bakes']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.9,Ahmedabad,158,1.0,Iscon Ganthiya,https://www.google.com/maps/search/?api=1&query=Iscon%20Ganthiya%2C%20Sailabh%20Complex%2C%20Oppositte%20Sanjivani%20Hospital%2C%20Vastrapur%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/iscon-ganthiya-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,100,,7 AM to 1 AM,Street Food,"Sailabh Complex, Oppositte Sanjivani Hospital, Vastrapur, Ahmedabad",Good,['Quick Bites'],"Vastrapur, Ahmedabad",299.0,,,Vastrapur,"['Cash', 'No Seating Available', 'Takeaway Available', 'No Alcohol Available', 'Pure Veg', 'Free Parking']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.8,Ahmedabad,159,1.0,Iscon Ganthiya,https://www.google.com/maps/search/?api=1&query=Iscon%20Ganthiya%2C%20Akshar%20Arcade%2C%20Opposite%20Memnagar%20Fire%20Station%2C%20Navrangpura%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/iscon-ganthiya-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,100,,6 AM to 1 AM (Mon-Sun),Street Food,"Akshar Arcade, Opposite Memnagar Fire Station, Navrangpura, Ahmedabad",Good,['Quick Bites'],"Navrangpura, Ahmedabad",271.0,,,Navrangpura,"['Dinner', 'Standing Tables', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Free Parking', 'Pure Veg']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,Ahmedabad,160,1.0,Farki,https://www.google.com/maps/search/?api=1&query=Farki%2C%20B-9%2C%20Earth%20Complex%2C%20Near%20Seema%20Hall%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/farki-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,100,,10 AM to 12 Midnight,Desserts,"B-9, Earth Complex, Near Seema Hall, Satellite, Ahmedabad",Very Good,['Dessert Parlour'],"Satellite, Ahmedabad",194.0,,,Satellite,"['Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes', 'Air Conditioned']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
