aggregate_rating,city,index,price_range,name,location_url,url,average_cost_for_two,phone,timings,cuisines,address,rating_text,establishment,locality_verbose,votes,more_info,zipcode,locality,highlights,highlights_4/5_star,highlights_5_star_property,highlights_air_conditioned,highlights_all_day_breakfast,highlights_available_for_functions,highlights_axis_bank_-_dining_delights,highlights_board_games,highlights_breakfast,highlights_brunch,highlights_buffet,highlights_bulk_orders_accepted,highlights_cash,highlights_couple_entry_only,highlights_credit_card,highlights_dj,highlights_debit_card,highlights_delivery,highlights_desserts_and_bakes,highlights_digital_payments_accepted,highlights_dinner,highlights_disabled_friendly,highlights_family_friendly,highlights_free_parking,highlights_free_wifi,highlights_gaming_area,highlights_gluten_free_options,highlights_group_meal,highlights_halal,highlights_happy_hours,highlights_high_tea,highlights_home_delivery,highlights_indoor_seating,highlights_keto_options,highlights_kid_friendly,highlights_live_entertainment,highlights_live_music,highlights_live_sports_screening,highlights_low-intensity_music,highlights_lunch_menu,highlights_lunch,highlights_luxury_dining,highlights_mall_parking,highlights_no_alcohol_available,highlights_no_seating_available,highlights_outdoor_seating,highlights_party_music,highlights_pet_friendly,highlights_poolside,highlights_pre-ordering_required,highlights_private_dining_area_available,highlights_pure_veg,highlights_restroom_available,highlights_romantic_dining,highlights_rooftop,highlights_self_service,highlights_serves_alcohol,highlights_serves_cocktails,highlights_serves_jain_food,highlights_serves_non_veg,highlights_smoking_area,highlights_sneakpeek,highlights_sodexo,highlights_standing_tables,highlights_street_parking,highlights_subscription_available,highlights_sugar_free_options,highlights_table_reservation_not_required,highlights_table_booking_for_groups,highlights_table_booking_not_available,highlights_table_booking_recommended,highlights_table_reservation_required,highlights_takeaway_available,highlights_ticket_restaurant,highlights_unlimited_pizza,highlights_valet_parking_available,highlights_variable_menu,highlights_vegan_options,highlights_vegetarian_only,highlights_wheelchair_accessible,highlights_wifi,highlights_wine,highlights_work_friendly,highlights_
3.2,Ahmedabad,658,2.0,Fruitshala,https://www.google.com/maps/search/?api=1&query=Fruitshala%2C%20Decathlon%2C%20Near%20Shantipura%20Cross%20Roads%2C%20South%20P%20Ring%20Road%2C%20Bopal%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/fruitshala-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,10:30 AM to 10 PM,"Fast Food, Beverages","Decathlon, Near Shantipura Cross Roads, South P Ring Road, Bopal, Ahmedabad",Average,['Beverage Shop'],"Bopal, Ahmedabad",12.0,,,Bopal,"['Cash', 'Credit Card', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.3,Ahmedabad,659,1.0,The Shake Maker,https://www.google.com/maps/search/?api=1&query=The%20Shake%20Maker%2C%2019%2C%20Ground%20Floor%2C%204D%20Square%20Mall%2C%20Motera%2C%20Chandkheda%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/the-shake-maker-1-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,11 AM to 11:30 PM,"Beverages, Fast Food","19, Ground Floor, 4D Square Mall, Motera, Chandkheda, Ahmedabad",Average,['Beverage Shop'],"4D Square Mall, Chandkheda, Ahmedabad",10.0,,,"4D Square Mall, Chandkheda","['Takeaway Available', 'Credit Card', 'Cash', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi', 'Air Conditioned', 'Pure Veg']",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,Ahmedabad,660,1.0,Shake & Sip,https://www.google.com/maps/search/?api=1&query=Shake%20%26%20Sip%2C%20New%20Law%20Garden%2C%20SG%20Highway%2C%20Gota%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/shake-sip-gota?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,12noon – 12midnight (Mon-Sun),Beverages,"New Law Garden, SG Highway, Gota, Ahmedabad",Not rated,['Beverage Shop'],"Gota, Ahmedabad",3.0,,,Gota,"['Delivery', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.4,Ahmedabad,661,1.0,Mad Over Juices,https://www.google.com/maps/search/?api=1&query=Mad%20Over%20Juices%2C%204%2C%20Ground%20Floor%2C%20APM%20Mall%2C%20Near%20Seema%20Hall%2C%20100%20Feet%2C%20Anand%20Nagar%20Road%2C%20Prahlad%20Nagar%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/mad-over-juices-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,11 AM to 11 PM,"Juices, Fast Food","4, Ground Floor, APM Mall, Near Seema Hall, 100 Feet, Anand Nagar Road, Prahlad Nagar, Ahmedabad",Average,['Beverage Shop'],"Prahlad Nagar, Ahmedabad",10.0,,,Prahlad Nagar,"['Cash', 'Takeaway Available', 'Standing Tables', 'Delivery']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.3,Ahmedabad,662,1.0,Darbar Lassi Centre,https://www.google.com/maps/search/?api=1&query=Darbar%20Lassi%20Centre%2C%2021%2C%20Arun%20Chambers%2C%20Beside%20Samjuba%20Hospital%2C%20Bapunagar%20Char%20Rasta%2C%20Bapunagar%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/darbar-lassi-centre-bapunagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,10am – 12midnight (Mon-Sun),Beverages,"21, Arun Chambers, Beside Samjuba Hospital, Bapunagar Char Rasta, Bapunagar, Ahmedabad",Average,['Beverage Shop'],"Bapunagar, Ahmedabad",4.0,,,Bapunagar,"['Cash', 'Takeaway Available', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,Ahmedabad,663,1.0,The Shake Maker,https://www.google.com/maps/search/?api=1&query=The%20Shake%20Maker%2C%20G/5%2C%20Giri%20Bhavan%2C%20Bhatta%2C%20Paldi%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/the-shake-maker-paldi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,11 AM to 11:30 PM,"Beverages, Fast Food","G/5, Giri Bhavan, Bhatta, Paldi, Ahmedabad",Average,['Beverage Shop'],"Paldi, Ahmedabad",8.0,,,Paldi,"['Takeaway Available', 'Credit Card', 'Cash', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Wifi', 'Air Conditioned', 'Pure Veg']",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.2,Ahmedabad,664,1.0,New Prakash Cold Drinks,https://www.google.com/maps/search/?api=1&query=New%20Prakash%20Cold%20Drinks%2C%20Opposite%20H.H.%20Patel%20School%2C%20Ramnagar%2C%20Sabarmati%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/new-prakash-cold-drinks-sabarmati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,200,,11 AM to 11 PM,"Beverages, Desserts","Opposite H.H. Patel School, Ramnagar, Sabarmati, Ahmedabad",Average,['Beverage Shop'],"Sabarmati, Ahmedabad",12.0,,,Sabarmati,"['Cash', 'No Alcohol Available', 'Outdoor Seating', 'Desserts and Bakes', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,Ahmedabad,665,1.0,Geeta Juice Corner,https://www.google.com/maps/search/?api=1&query=Geeta%20Juice%20Corner%2C%20Near%20Civil%20Hospital%20Gate%20No%204%2C%20Civil%20Road%2C%20Shahibagh%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/geeta-juice-corner-shahibagh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,100,,7 AM to 11 PM,"Juices, Desserts, Beverages","Near Civil Hospital Gate No 4, Civil Road, Shahibagh, Ahmedabad",Average,['Beverage Shop'],"Shahibagh, Ahmedabad",8.0,,,Shahibagh,"['Cash', 'No Seating Available', 'Takeaway Available', 'No Alcohol Available', 'Pure Veg', 'Desserts and Bakes']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,666,1.0,Icecream_Softy,https://www.google.com/maps/search/?api=1&query=Icecream_Softy%2C%2010/1%2C%20Farha%20Duplex%2C%20Juhapura%2C%20Opposite%20Al%20Amin%20Soceity%2C%20Sarkhej%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/icecream-softy-1-sarkhej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,150,,10am – 9:10pm (Mon-Sun),Beverages,"10/1, Farha Duplex, Juhapura, Opposite Al Amin Soceity, Sarkhej, Ahmedabad",Not rated,['Beverage Shop'],"Sarkhej, Ahmedabad",1.0,,380055,Sarkhej,"['Takeaway Available', 'No Seating Available', 'Cash', 'Delivery', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.1,Ahmedabad,667,1.0,Juice It Up,https://www.google.com/maps/search/?api=1&query=Juice%20It%20Up%2C%20Delicious%20Food%20Network%2C%20Near%20Zydus%20Cross%20Road%2C%20Next%20to%20Intas%20Company%2C%20Near%20Sola%20Bridge%2C%20Thaltej%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/juice-it-up-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,4 PM to 1 AM,"Beverages, Juices","Delicious Food Network, Near Zydus Cross Road, Next to Intas Company, Near Sola Bridge, Thaltej, Ahmedabad",Average,['Beverage Shop'],"Thaltej, Ahmedabad",5.0,,,Thaltej,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.9,Ahmedabad,668,1.0,Boston Shakes,https://www.google.com/maps/search/?api=1&query=Boston%20Shakes%2C%20Shop%2012%2C%20First%20Floor%2C%20Jay%20Firth%20Avenue%2C%20Opposite%20Pruthvi%20Tower%2C%20Near%20Karnavati%20Complex%2C%20Prernatirth%20Road%2C%20Jodhpur%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/boston-shakes-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,11 AM to 11 PM,Beverages,"Shop 12, First Floor, Jay Firth Avenue, Opposite Pruthvi Tower, Near Karnavati Complex, Prernatirth Road, Jodhpur, Satellite, Ahmedabad",Average,['Beverage Shop'],"Satellite, Ahmedabad",4.0,,,Satellite,"['Cash', 'Takeaway Available', 'Indoor Seating']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.1,Ahmedabad,669,2.0,The Waffle World,https://www.google.com/maps/search/?api=1&query=The%20Waffle%20World%2C%208%2C%20Auda%20Garden%20Strip%2C%20Near%20GNFC%20Info%20Tower%20%26%20Momoman%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/the-waffle-world-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,350,,11 AM to 12 Midnight,"Desserts, Beverages","8, Auda Garden Strip, Near GNFC Info Tower & Momoman, Bodakdev, Ahmedabad",Average,['Dessert Parlour'],"Bodakdev, Ahmedabad",6.0,,380054,Bodakdev,"['No Seating Available', 'Delivery', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Digital Payments Accepted', 'Desserts and Bakes', 'Free Wifi']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.1,Ahmedabad,670,1.0,Two Hand Milk Shake & Juice,https://www.google.com/maps/search/?api=1&query=Two%20Hand%20Milk%20Shake%20%26%20Juice%2C%20Shop%203%2C%20Raghunath%20Society%2C%20Opposite%20Maruti%20Plaza%2C%20Krishna%20Nagar%2C%20Naroda%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/two-hand-milk-shake-juice-naroda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,200,,10:30 AM to 12 Midnight,"Beverages, Juices","Shop 3, Raghunath Society, Opposite Maruti Plaza, Krishna Nagar, Naroda, Ahmedabad",Average,['Beverage Shop'],"Naroda, Ahmedabad",4.0,,,Naroda,"['Takeaway Available', 'Cash']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,671,2.0,Fruitroot,https://www.google.com/maps/search/?api=1&query=Fruitroot%2C%20Karnavati%20Club%20Road%2C%20Mumatpura%2C%20Between%20YMCA%20Club%20And%20Ring%20Road%2C%20Bopal%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/fruitroot-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,400,,"10am – 10pm (Mon-Fri),10am – 12midnight (Sat), (Sun)",Beverages,"Karnavati Club Road, Mumatpura, Between YMCA Club And Ring Road, Bopal, Ahmedabad",Not rated,['Beverage Shop'],"Bopal, Ahmedabad",1.0,,,Bopal,"['Cash', 'Takeaway Available', 'Indoor Seating']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.1,Ahmedabad,672,1.0,Shree Krishna Diary,https://www.google.com/maps/search/?api=1&query=Shree%20Krishna%20Diary%2C%20Margi%20Appartment%2C%20Old%20High%20Court%2C%20Near%20Railway%20Crossing%2C%20Memnagar%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/shree-krishna-diary-memnagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,200,,11 AM to 11 PM,"Beverages, Ice Cream","Margi Appartment, Old High Court, Near Railway Crossing, Memnagar, Ahmedabad",Average,['Beverage Shop'],"Memnagar, Ahmedabad",5.0,,,Memnagar,"['Cash', 'Takeaway Available', 'Delivery', 'Indoor Seating']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,673,1.0,Sai Juice,https://www.google.com/maps/search/?api=1&query=Sai%20Juice%2C%20Shop%201%2C%20Shiv%20Sai%20Complex%2C%20Near%20Saibaba%20Temple%2C%20Sardarnagar%2C%20Hansol%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/sai-juice-hansol?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,200,,9 AM to 9 PM,Beverages,"Shop 1, Shiv Sai Complex, Near Saibaba Temple, Sardarnagar, Hansol, Ahmedabad",Not rated,['Beverage Shop'],"Hansol, Ahmedabad",2.0,,,Hansol,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,674,1.0,Ice Studio,https://www.google.com/maps/search/?api=1&query=Ice%20Studio%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/ice-studio-1-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,200,,7 PM to 12 Midnight,Beverages,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Not rated,['Beverage Shop'],"SBR Social, Bodakdev, Ahmedabad",1.0,,,"SBR Social, Bodakdev","['Delivery', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,Ahmedabad,675,1.0,Casavida,https://www.google.com/maps/search/?api=1&query=Casavida%2C%2019%2C%20Abhimanyu%20Complex%2C%20Opposite%20Shradhadeep%20Complex%2C%20Ankur%20Road%2C%20Ranna%20Park%2C%20Shastrinagar%2C%20Naranpura%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/casavida-naranpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,200,,10 AM to 11 PM,Juices,"19, Abhimanyu Complex, Opposite Shradhadeep Complex, Ankur Road, Ranna Park, Shastrinagar, Naranpura, Ahmedabad",Average,['Beverage Shop'],"Naranpura, Ahmedabad",4.0,,380013,Naranpura,"['Takeaway Available', 'Cash', 'Indoor Seating', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,676,1.0,Refresh Mocktail,https://www.google.com/maps/search/?api=1&query=Refresh%20Mocktail%2C%20Ahmedabad%20Food%20Truck%20Park%2C%20Opposite%20Karnavati%20Club%2C%20S.G.%20Highway%2C%20Ramdevnagar%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/refresh-mocktail-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,300,,6 PM to 12 Midnight,"Juices, Ice Cream","Ahmedabad Food Truck Park, Opposite Karnavati Club, S.G. Highway, Ramdevnagar, Satellite, Ahmedabad",Not rated,['Beverage Shop'],"Satellite, Ahmedabad",1.0,,,Satellite,"['Delivery', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,677,1.0,Mocktail Soda,https://www.google.com/maps/search/?api=1&query=Mocktail%20Soda%2C%20Lokmanya%20Tilak%20Baug%2C%20Victoria%20Garden%2C%20Ellis%20Bridge%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/mocktail-soda-ellis-bridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,200,,6 PM to 11 PM,Beverages,"Lokmanya Tilak Baug, Victoria Garden, Ellis Bridge, Ahmedabad",Not rated,['Beverage Shop'],"Ellis Bridge, Ahmedabad",1.0,,,Ellis Bridge,"['No Seating Available', 'Delivery', 'Cash', 'Takeaway Available', 'Digital Payments Accepted']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,678,1.0,Jain Dairy,https://www.google.com/maps/search/?api=1&query=Jain%20Dairy%2C%20GF-2%2C%20Narayankrupa%20CO.O.HA.SO%2C%20Opposite%20Prernatirth%20Derasar%2C%20Satellite%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/jain-dairy-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,200,,8 AM to 11 PM,Beverages,"GF-2, Narayankrupa CO.O.HA.SO, Opposite Prernatirth Derasar, Satellite, Ahmedabad",Not rated,['Beverage Shop'],"Satellite, Ahmedabad",1.0,,,Satellite,"['Standing Tables', 'Takeaway Available', 'Cash', 'Air Conditioned']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,679,2.0,Jump 4 Juice,https://www.google.com/maps/search/?api=1&query=Jump%204%20Juice%2C%2026%2C%20Bhudev%27s%20Arena%2C%20Narayan%20Bunglows%2C%20Thaltej%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/jump-4-juice-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,350,,6 PM to 11 PM,Juices,"26, Bhudev's Arena, Narayan Bunglows, Thaltej, Ahmedabad",Not rated,['Beverage Shop'],"Thaltej, Ahmedabad",3.0,,,Thaltej,"['Cash', 'No Alcohol Available', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Ahmedabad,680,1.0,Shriji Lassi,https://www.google.com/maps/search/?api=1&query=Shriji%20Lassi%2C%20Ajit%20Vijay%20Complex%2C%20Ajit%20Mill%20Cross%20Road%2C%20Rakhial%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/shriji-lassi-rakhial?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,100,,12 Noon to 10 PM,"Beverages, Ice Cream","Ajit Vijay Complex, Ajit Mill Cross Road, Rakhial, Ahmedabad",Not rated,['Beverage Shop'],"Rakhial, Ahmedabad",3.0,,0,Rakhial,"['No Seating Available', 'Cash', 'Takeaway Available', 'Pure Veg', 'Desserts and Bakes']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.6,Ahmedabad,681,1.0,Shiv Food Service,https://www.google.com/maps/search/?api=1&query=Shiv%20Food%20Service%2C%203%2C%20Smruti%20Complex%2C%20Behind%20Reliance%20Jewels%2C%20Opposite%20Payal%20Flats%2C%20Mansi%20Circle%2C%20Bodakdev%2C%20Ahmedabad,https://www.zomato.com/ahmedabad/shiv-food-service-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,250,,8 AM to 10:30 PM,Gujarati,"3, Smruti Complex, Behind Reliance Jewels, Opposite Payal Flats, Mansi Circle, Bodakdev, Ahmedabad",Good,['Bhojanalya'],"Bodakdev, Ahmedabad",179.0,,,Bodakdev,"['Dinner', 'Delivery', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Pure Veg', 'Indoor Seating']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
