Index,zipcode,address,name_x,more_info,city,average_cost_for_two,votes,cuisines,location_url,url,locality,timings,establishment,highlights,aggregate_rating,highlights_4/5_star,highlights_5_star_property,highlights_all_day_breakfast,highlights_brunch,highlights_buffet,highlights_delivery_only,highlights_family_friendly,highlights_high_tea,highlights_home_delivery,highlights_indoor_seating,highlights_kid_friendly,highlights_lakeside_view,highlights_live_sports_screening,highlights_luxury_dining,highlights_mall_parking,highlights_no_seating_available,highlights_outdoor_seating,highlights_romantic_dining,highlights_rooftop,highlights_serves_jain_food,highlights_serves_non_veg,highlights_smoking_area,highlights_standing_tables,highlights_street_parking,highlights_table_booking_recommended,highlights_takeaway_available,highlights_valet_parking_available,highlights_vegetarian_only,highlights_wheelchair_accessible,highlights_wifi,highlights_work_friendly,highlights_air_conditioned,highlights_board_games,highlights_breakfast,highlights_cash,highlights_credit_card,highlights_debit_card,highlights_delivery,highlights_desserts_and_bakes,highlights_digital_payments_accepted,highlights_dinner,highlights_free_parking,highlights_free_wifi,highlights_group_meal,highlights_live_music,highlights_lunch,highlights_no_alcohol_available,highlights_pure_veg,highlights_sodexo,highlights_table_reservation_not_required,highlights_table_booking_for_groups,highlights_,name_y,Menu,Restaurant,Review Count,Food Sentiments,cleaned_restaurant
1,,"ITC Narmada, Survey 104A, Judges Bunglow Rdoad IIM, Vastrapur, Ahmedabad",Peshawri - ITC Narmada,"Takeaway Available, Valet Parking Available, 4/5 Star, Indoor Seating, Table booking recommended, Luxury Dining",Ahmedabad,"₹3,000 for two people (approx.)",172.0,"North Indian, Desserts",,https://www.zomato.com/ahmedabad/peshawri-itc-narmada-1-vastrapur,"ITC Narmada, Vastrapur, Ahmedabad","12:30pm – 2:30pm, 7pm – 11pm (Today)",Restaurant,"['Takeaway Available', 'Valet Parking Available', '4/5 Star', 'Indoor Seating', 'Table booking recommended', 'Luxury Dining']",4.3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2,,"Itc Narmada, Survey # 104 A, Judges Bunglow Rd, I I M, Vastrapur, Vastrapur, Ahmedabad",Royal Vega,"Indoor Seating, Table booking recommended, Valet Parking Available, 4/5 Star, Luxury Dining",Ahmedabad,"₹3,500 for two people (approx.)",28.0,Gujarati,,https://www.zomato.com/ahmedabad/royal-vega-vastrapur,"ITC Narmada, Vastrapur, Ahmedabad","12:30pm – 3pm, 7pm – 11:30pm (Today)",Restaurant,"['Indoor Seating', 'Table booking recommended', 'Valet Parking Available', '4/5 Star', 'Luxury Dining']",3.8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3,,"ITC Narmada, Survey # 104 A, Judges Bunglow Rd, I I M, Vastrapur, Ahmedabad",Yi Jing,"Home Delivery, Takeaway Available, Luxury Dining, Indoor Seating, Lakeside View",Ahmedabad,"₹3,500 for two people (approx.)",29.0,"Chinese, Asian",,https://www.zomato.com/ahmedabad/yi-jing-1-vastrapur,"ITC Narmada, Vastrapur, Ahmedabad","12:30pm – 3pm, 7pm – 11:30pm (Today)",Restaurant,"['Home Delivery', 'Takeaway Available', 'Luxury Dining', 'Indoor Seating', 'Lakeside View']",4.1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
4,,"Sankalp Square III, Sindhu Bhavan Marg, PRL Colony, Bodakdev, Ahmedabad",Emperor Lounge,"Breakfast, Home Delivery, Takeaway Available, Indoor Seating, 4/5 Star, Luxury Dining, 5 Star Property",Ahmedabad,"₹4,000 for two people (approx.)",,North Indian,,https://www.zomato.com/ahmedabad/emperor-lounge-bodakdev,"Taj Skyline,Bodakdev, Ahmedabad",24 Hours (Today),Restaurant,"['Breakfast', 'Home Delivery', 'Takeaway Available', 'Indoor Seating', '4/5 Star', 'Luxury Dining', '5 Star Property']",,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
5,,"Survey 104 A, ITC Narmada, Judges Bunglow Road, Vastrapur, Ahmedabad",Adalaj Pavilion,"Breakfast, Takeaway Available, Indoor Seating",Ahmedabad,"₹1,200 for two people (approx.)",40.0,"North Indian, Italian, Beverages",,https://www.zomato.com/ahmedabad/adalaj-pavilion-1-vastrapur,"ITC Narmada, Vastrapur, Ahmedabad","7am – 10:30am, 12:30pm – 3pm, 7pm – 11:30pm (Today)",Restaurant,"['Breakfast', 'Takeaway Available', 'Indoor Seating']",3.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6,380060.0,"101, Satyamev Eminence, Science City, Near Hetarth Party Plot, Sola, Ahmedabad",Nini's Kitchen,"Home Delivery, Takeaway Available, Vegetarian Only, Family Friendly, Indoor Seating",Ahmedabad,"₹1,400 for two people (approx.)",273.0,"North Indian, Italian, Continental, Shawarma, Pasta, Pizza, Desserts, Beverages",,https://www.zomato.com/ahmedabad/ninis-kitchen-sola,"Sola, Ahmedabad",12noon – 11pm (Today),Restaurant,"['Home Delivery', 'Takeaway Available', 'Vegetarian Only', 'Family Friendly', 'Indoor Seating']",4.6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reviews of Nini's Kitchen,"{'Apple Of The Eye': ('veg', 255.0), 'Ruby Lime': ('veg', 255.0), 'Merry Berry': ('veg', 255.0), 'Almost Sangria': ('veg', 255.0), 'Paanch Ka Punch': ('veg', 255.0), 'Santra Mantra': ('veg', 225.0), 'Watermelon Juice': ('veg', 150.0), 'Orange Juice': ('veg', 220.0), 'Fresh Lime Juice': ('veg', 110.0), 'Sweet Lime Juice': ('veg', 175.0), 'Pineapple Juice': ('veg', 175.0), 'Fresh Lime Soda': ('veg', 130.0), 'Peach Iced Tea': ('veg', 210.0), 'Lemon Iced Tea': ('veg', 190.0), 'Bulbul Soda': ('veg', 210.0), 'Chulbul Soda': ('veg', 210.0), 'Watermelon Mint Mojito': ('veg', 260.0), 'Orange Basil Mojito': ('veg', 260.0), 'Lime & Mint Mojito.': ('veg', 250.0), 'Cranberry Chia Lemonade': ('veg', 260.0), 'Dry Fruit Milk Shake': ('veg', 275.0), 'Chocolate Milk Shake': ('veg', 250.0), 'Choco Mint Shake': ('veg', 260.0), 'Caramel Cold Coffee': ('veg', 260.0), 'Strawberry Milk Shake': ('veg', 250.0), 'Cold Coffee': ('veg', 250.0), 'Choco Hazelnut Shake': ('veg', 260.0), 'Cheesecake Shake': ('veg', 290.0), 'Biscoff Shake': ('veg', 275.0), 'Oreo Brownie Shake': ('veg', 275.0), 'Spinach Soup': ('veg', 280.0), 'Sweet Corn Vegetable Soup': ('veg', 275.0), 'Hot & Sour Soup': ('veg', 275.0), 'Tomato Soup': ('veg', 275.0), 'Lemon Coriander Soup': ('veg', 275.0), 'Roasted Tomato & Bellpepper Soup': ('veg', 285.0), 'Minestrone Soup': ('veg', 275.0), 'Creamy Mushroom Soup': ('veg', 290.0), 'Cantonese Soup with Crispy Noodles': ('veg', 290.0), 'Hariyali Paneer Tikka': ('veg', 490.0), 'Paneer Nazakat': ('veg', 490.0), 'Hara Bhara Kebab': ('veg', 410.0), 'Assorted Veg Platter': ('veg', 525.0), 'Stuffed Aloo': ('veg', 410.0), 'Tandoori Dim Sum': ('veg', 490.0), 'Paneer Tikka': ('veg', 480.0), 'Dahi Ke Kebab': ('veg', 460.0), 'Bharwaan Mushroom': ('veg', 480.0), 'Beetroot Peanut Cutlet with Mango Chilli Sauce': ('veg', 490.0), 'Avocado & Cucumber Sushi': ('veg', 550.0), 'Pesto Mushroom Crostini': ('veg', 390.0), 'Tomato & Basil Bruschetta': ('veg', 390.0), 'Exotic Veggie Crostini': ('veg', 390.0), 'Veg Wontons': ('veg', 460.0), 'Chinese Cigar': ('veg', 460.0), 'Lebanese Platter': ('veg', 525.0), 'Spinach and Cheese Cigars': ('veg', 460.0), 'Hummus With Pita': ('veg', 320.0), 'Paneer Shawarma': ('veg', 340.0), 'Deconstructed Mushroom Paneer Shawarma': ('veg', 340.0), 'Mushroom Paneer Shawarma': ('veg', 340.0), 'Mixed Shawarma': ('veg', 340.0), 'Deconstructed Paneer Shawarma': ('veg', 340.0), 'Extra Pita Bread': ('veg', 90.0), 'Deconstructed Mixed Shawarma': ('veg', 340.0), 'Hara Bhara Hariyali Roll': ('veg', 310.0), 'Falafel in pesto hummus': ('veg', 360.0), 'Spinach Corn & Cheese Roll': ('veg', 310.0), 'Potato Punch Roll': ('veg', 310.0), 'Mushroom Tandoori Roll': ('veg', 310.0), 'Paneer Tikka Tandoori Roll': ('veg', 310.0), 'Cheesy BBQ Fries': ('veg', 340.0), 'Sriracha Basil Paneer': ('veg', 510.0), 'Pull Apart Bread': ('veg', 275.0), 'Corn Croquettes': ('veg', 420.0), ""Nini's Nom Nom Nachos"": ('veg', 375.0), 'Mixed Roll': ('veg', 310.0), 'Garlic Bread With Cheese': ('veg', 235.0), 'Garlic Bread with Cheese & Chilli': ('veg', 235.0), 'Garlic Bread': ('veg', 190.0), 'Cheese Nachos': ('veg', 310.0), 'French Fries': ('veg', 225.0), 'French Fries With Cheese': ('veg', 275.0), 'Hasta La Pasta': ('veg', 350.0), 'Mediterranean Quinoa Salad': ('veg', 400.0), 'Watermelon And Feta Salad': ('veg', 400.0), 'Fruggie (Fruit + Veggie Salads)': ('veg', 350.0), 'Fruit Bowl': ('veg', 350.0), 'Greek Salad': ('veg', 370.0), 'Piri Piri Paneer Burger': ('veg', 320.0), 'Veg Kebab Burger': ('veg', 320.0), 'Tik-Tok Sandwich': ('veg', 320.0), 'Toasty Roasty': ('veg', 320.0), 'Habibi Sandwich': ('veg', 320.0), 'Hawaiian Sandwich': ('veg', 320.0), 'Clt': ('veg', 320.0), 'Paneer Palang Tod 10""""': ('veg', 540.0), 'Margherita 10""""': ('veg', 440.0), 'Sweet & Spicy Barbeque 10""""': ('veg', 540.0), 'Veggie Supreme 10""""': ('veg', 540.0), 'Classic Italian 10""""': ('veg', 540.0), 'Truffle Mushroom Pizza 10""""': ('veg', 600.0), 'Pesto Paneer Pizza 10""""': ('veg', 575.0), 'Chargrilled Veggie Pizza 10""""': ('veg', 565.0), 'Hawaiian Harvest 10""""': ('veg', 525.0), 'Margherita 7""""': ('veg', 320.0), 'Sweet & Spicy Barbeque 7""""': ('veg', 430.0), 'Paneer Palang Tod 7""""': ('veg', 430.0), 'Classic Italian 7""""': ('veg', 430.0), 'Veggie Supreme 7""""': ('veg', 430.0), 'Pesto Paneer Pizza 7""""': ('veg', 350.0), 'Truffle Mushroom Pizza 7""""': ('veg', 490.0), 'Chargrilled Veggie Pizza 7""""': ('veg', 430.0), 'Mushroom & Cheese Risotto': ('veg', 510.0), 'Lasagna': ('veg', 510.0), 'Mac-n-Cheese': ('veg', 480.0), 'Pasta Alfredo': ('veg', 380.0), 'Spaghetti Aglio e Olio': ('veg', 440.0), 'Pasta Pesto': ('veg', 480.0), 'Pasta Rosato': ('veg', 460.0), 'Pasta Arrabiata': ('veg', 440.0), 'Spinach Corn Cheese Cannelloni': ('veg', 480.0), 'Bhuna Paneer Enchiladas': ('veg', 480.0), 'Enchiladas Mexican': ('veg', 480.0), 'Dal Fry': ('veg', 410.0), 'Cheese Butter Masala': ('veg', 550.0), 'Palak Paneer': ('veg', 550.0), 'Veg Handi': ('veg', 490.0), 'Paneer Makhani': ('veg', 550.0), 'Paneer Nawabi': ('veg', 575.0), 'Saag Platter': ('veg', 580.0), 'Khoya Kaju': ('veg', 540.0), 'Seedhi Saadhi Yellow Dal': ('veg', 390.0), 'Dal Makhani': ('veg', 475.0), 'Navratna Korma': ('veg', 540.0), 'Dal Tadka': ('veg', 410.0), 'Kadhai Paneer': ('veg', 550.0), 'Corn Capsicum Mushroom': ('veg', 510.0), 'Veg Kolhapuri': ('veg', 490.0), 'Subz Teen Patti': ('veg', 590.0), 'Paneer Teen Patti': ('veg', 590.0), 'Kaju Curry': ('veg', 540.0), 'Palak Corn': ('veg', 510.0), 'Jeera Aloo': ('veg', 435.0), 'Veg Hyderabadi': ('veg', 490.0), 'Vegetable & Cheese Kofta': ('veg', 560.0), 'Dum Aloo': ('veg', 490.0), 'Paneer Bhurji': ('veg', 560.0), 'Paneer Kolhapuri': ('veg', 540.0), 'Dal Bukhara': ('veg', 510.0), 'Sarso da Saag': ('veg', 475.0), 'Peri-Peri Paneer Kofta': ('veg', 560.0), 'Dhaba Paneer': ('veg', 540.0), 'Hariyali Garlic Naan': ('veg', 185.0), 'Butter Roti': ('veg', 90.0), 'Plain Roti': ('veg', 80.0), 'Butter Naan': ('veg', 145.0), 'Lachha Parantha': ('veg', 165.0), 'Garlic Naan': ('veg', 165.0), 'Khamiri Roti (Sourdough wheat flatbread)': ('veg', 210.0), 'Makke di Roti': ('veg', 115.0), 'Kulcha': ('veg', 150.0), 'Cheese Naan': ('veg', 225.0), 'Onion Kulcha': ('veg', 165.0), 'Garlic Coriander Roti': ('veg', 140.0), 'Plain Naan': ('veg', 135.0), 'Cheese Garlic Naan': ('veg', 225.0), 'Cheese Olive Naan': ('veg', 240.0), 'Mixed Vegetable Paratha': ('veg', 250.0), 'Paneer Cheese Garlic Paratha': ('veg', 260.0), 'Aloo & Onion Paratha': ('veg', 250.0), 'Gobi Paratha': ('veg', 250.0), 'Paneer Paratha': ('veg', 260.0), 'Thai Curry with Steam Rice (Green)': ('veg', 590.0), 'Steamed Rice': ('veg', 250.0), 'Thai Curry with Steam Rice (Red)': ('veg', 590.0), 'Veg Pulao': ('veg', 375.0), 'Hyderabadi Biryani': ('veg', 525.0), 'Jeera Rice': ('veg', 280.0), 'Green Peas Pulao': ('veg', 350.0), 'Veg Dum Biryani': ('veg', 525.0), 'Baked Palak Khichdi': ('veg', 490.0), 'Mexican Hot Pot': ('veg', 590.0), 'Baked Masala Khichdi': ('veg', 490.0), 'Dum Pukht Biryani': ('veg', 590.0), 'Vegetable Raita': ('veg', 140.0), 'Masala Chaas': ('veg', 140.0), 'Roasted Papad': ('veg', 50.0), 'Chaas': ('veg', 140.0), 'Pineapple Raita': ('veg', 140.0), 'Masala Papad': ('veg', 120.0), 'Plain Curd (Dahi)': ('veg', 90.0), 'Sweet Lassi': ('veg', 200.0), 'Boondi Raita': ('veg', 140.0), 'Green Salad': ('veg', 150.0), 'Fried Papad': ('veg', 50.0), 'Kachumber': ('veg', 150.0), 'Bottled Water': ('veg', 57.0), 'Belgium Hot Chocolate': ('veg', 290.0), 'Biscoff Cheesecake Jar': ('veg', 370.0), 'Blueberry Cheesecake Jar': ('veg', 345.0), 'Choco Mud Jar': ('veg', 275.0), 'Nutella Cheesecake Jar': ('veg', 345.0), 'Kesar Pista Ice Cream': ('veg', 95.0), 'Mango Ice Cream': ('veg', 95.0), 'Carrot Cake With Cream Cheese Frosting': ('veg', 280.0), 'Newyork Style Baked Cheesecake': ('veg', 280.0), 'Vanilla Ice Cream': ('veg', 95.0), 'Choco Mud Pot': ('veg', 440.0), 'Chocolate Ice Cream': ('veg', 95.0), 'Italian Hot Chocolate': ('veg', 250.0), 'Coffee Ice Cream': ('veg', 95.0), 'Tiramisu Cake': ('veg', 270.0), 'Strawberry Tres Leches': ('veg', 350.0)}","Reviews of Nini's Kitchen, Sola, Ahmedabad | Zomato",14.0,"{""food"": {""positive"": 2, ""negative"": 0}, ""taste"": {""positive"": 1, ""negative"": 0}, ""quality"": {""positive"": 1, ""negative"": 0}}","Nini's Kitchen, Sola"
7,,"Shop 4, 5, 6, First Floor, Majestic Plaza, C G Road, Ahmedabad",Nini's Kitchen,"Home Delivery, Takeaway Available, Vegetarian Only, Family Friendly, Wifi, Indoor Seating, Serves Jain Food, Valet Parking Available",Ahmedabad,"₹1,400 for two people (approx.)",1738.0,"North Indian, Italian, Continental, Shawarma, Pasta, Pizza, Desserts, Beverages",,https://www.zomato.com/ahmedabad/ninis-kitchen-c-g-road,"C G Road, Ahmedabad",12noon – 11pm (Today),Restaurant,"['Home Delivery', 'Takeaway Available', 'Vegetarian Only', 'Family Friendly', 'Wifi', 'Indoor Seating', 'Serves Jain Food', 'Valet Parking Available']",4.4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reviews of Nini's Kitchen,"{'Apple Of The Eye': ('veg', 255.0), 'Ruby Lime': ('veg', 255.0), 'Merry Berry': ('veg', 255.0), 'Almost Sangria': ('veg', 255.0), 'Paanch Ka Punch': ('veg', 255.0), 'Santra Mantra': ('veg', 225.0), 'Watermelon Juice': ('veg', 150.0), 'Orange Juice': ('veg', 220.0), 'Fresh Lime Juice': ('veg', 110.0), 'Sweet Lime Juice': ('veg', 175.0), 'Pineapple Juice': ('veg', 175.0), 'Fresh Lime Soda': ('veg', 130.0), 'Peach Iced Tea': ('veg', 210.0), 'Lemon Iced Tea': ('veg', 190.0), 'Bulbul Soda': ('veg', 210.0), 'Chulbul Soda': ('veg', 210.0), 'Watermelon Mint Mojito': ('veg', 260.0), 'Orange Basil Mojito': ('veg', 260.0), 'Lime & Mint Mojito.': ('veg', 250.0), 'Cranberry Chia Lemonade': ('veg', 260.0), 'Dry Fruit Milk Shake': ('veg', 275.0), 'Chocolate Milk Shake': ('veg', 250.0), 'Choco Mint Shake': ('veg', 260.0), 'Caramel Cold Coffee': ('veg', 260.0), 'Strawberry Milk Shake': ('veg', 250.0), 'Cold Coffee': ('veg', 250.0), 'Choco Hazelnut Shake': ('veg', 260.0), 'Cheesecake Shake': ('veg', 290.0), 'Berry Smoothie': ('veg', 275.0), 'Biscoff Shake': ('veg', 275.0), 'Oreo Brownie Shake': ('veg', 275.0), 'Banoffee Shake': ('veg', 275.0), 'Spinach Soup': ('veg', 280.0), 'Sweet Corn Vegetable Soup': ('veg', 275.0), 'Hot & Sour Soup': ('veg', 275.0), 'Tomato Soup': ('veg', 275.0), 'Lemon Coriander Soup': ('veg', 275.0), 'Roasted Tomato & Bellpepper Soup': ('veg', 285.0), 'Minestrone Soup': ('veg', 275.0), 'Creamy Mushroom Soup': ('veg', 290.0), 'Cantonese Soup with Crispy Noodles': ('veg', 290.0), 'Hariyali Paneer Tikka': ('veg', 490.0), 'Paneer Nazakat': ('veg', 490.0), 'Hara Bhara Kebab': ('veg', 410.0), 'Assorted Veg Platter': ('veg', 525.0), 'Stuffed Aloo': ('veg', 410.0), 'Tandoori Dim Sum': ('veg', 490.0), 'Paneer Tikka': ('veg', 480.0), 'Dahi Ke Kebab': ('veg', 460.0), 'Bharwaan Mushroom': ('veg', 480.0), 'Beetroot Peanut Cutlet with Mango Chilli Sauce': ('veg', 490.0), 'Avocado & Cucumber Sushi': ('veg', 550.0), 'Pesto Mushroom Crostini': ('veg', 390.0), 'Tomato & Basil Bruschetta': ('veg', 390.0), 'Exotic Veggie Crostini': ('veg', 390.0), 'Veg Wontons': ('veg', 460.0), 'Chinese Cigar': ('veg', 460.0), 'Lebanese Platter': ('veg', 525.0), 'Spinach and Cheese Cigars': ('veg', 460.0), 'Hummus With Pita': ('veg', 320.0), 'Paneer Shawarma': ('veg', 340.0), 'Deconstructed Mushroom Paneer Shawarma': ('veg', 340.0), 'Mushroom Paneer Shawarma': ('veg', 340.0), 'Mixed Shawarma': ('veg', 340.0), 'Deconstructed Paneer Shawarma': ('veg', 340.0), 'Extra Pita Bread': ('veg', 90.0), 'Deconstructed Mixed Shawarma': ('veg', 340.0), 'Hara Bhara Hariyali Roll': ('veg', 310.0), 'Falafel in pesto hummus': ('veg', 360.0), 'Spinach Corn & Cheese Roll': ('veg', 310.0), 'Potato Punch Roll': ('veg', 310.0), 'Mushroom Tandoori Roll': ('veg', 310.0), 'Paneer Tikka Tandoori Roll': ('veg', 310.0), 'Cheesy BBQ Fries': ('veg', 340.0), 'Sriracha Basil Paneer': ('veg', 510.0), 'Pull Apart Bread': ('veg', 275.0), 'Corn Croquettes': ('veg', 420.0), ""Nini's Nom Nom Nachos"": ('veg', 375.0), 'Mixed Roll': ('veg', 310.0), 'Garlic Bread With Cheese': ('veg', 235.0), 'Garlic Bread with Cheese & Chilli': ('veg', 235.0), 'Garlic Bread': ('veg', 190.0), 'Cheese Nachos': ('veg', 310.0), 'French Fries': ('veg', 225.0), 'French Fries With Cheese': ('veg', 275.0), 'Hasta La Pasta': ('veg', 350.0), 'Mediterranean Quinoa Salad': ('veg', 400.0), 'Watermelon And Feta Salad': ('veg', 400.0), 'Fruggie (Fruit + Veggie Salads)': ('veg', 350.0), 'Fruit Bowl': ('veg', 350.0), 'Greek Salad': ('veg', 370.0), 'Piri Piri Paneer Burger': ('veg', 320.0), 'Veg Kebab Burger': ('veg', 320.0), 'Tik-Tok Sandwich': ('veg', 320.0), 'Toasty Roasty': ('veg', 320.0), 'Habibi Sandwich': ('veg', 320.0), 'Hawaiian Sandwich': ('veg', 320.0), 'Clt': ('veg', 320.0), 'Paneer Palang Tod 10""""': ('veg', 540.0), 'Margherita 10""""': ('veg', 440.0), 'Sweet & Spicy Barbeque 10""""': ('veg', 540.0), 'Veggie Supreme 10""""': ('veg', 540.0), 'Classic Italian 10""""': ('veg', 540.0), 'Truffle Mushroom Pizza 10""""': ('veg', 600.0), 'Pesto Paneer Pizza 10""""': ('veg', 575.0), 'Chargrilled Veggie Pizza 10""""': ('veg', 565.0), 'Hawaiian Harvest 10""""': ('veg', 525.0), 'Margherita 7""""': ('veg', 320.0), 'Sweet & Spicy Barbeque 7""""': ('veg', 430.0), 'Paneer Palang Tod 7""""': ('veg', 430.0), 'Classic Italian 7""""': ('veg', 430.0), 'Veggie Supreme 7""""': ('veg', 430.0), 'Pesto Paneer Pizza 7""""': ('veg', 350.0), 'Truffle Mushroom Pizza 7""""': ('veg', 490.0), 'Chargrilled Veggie Pizza 7""""': ('veg', 430.0), 'Mushroom & Cheese Risotto': ('veg', 510.0), 'Lasagna': ('veg', 510.0), 'Mac-n-Cheese': ('veg', 480.0), 'Pasta Alfredo': ('veg', 380.0), 'Spaghetti Aglio e Olio': ('veg', 440.0), 'Pasta Pesto': ('veg', 480.0), 'Pasta Rosato': ('veg', 460.0), 'Pasta Arrabiata': ('veg', 440.0), 'Spinach Corn Cheese Cannelloni': ('veg', 480.0), 'Bhuna Paneer Enchiladas': ('veg', 480.0), 'Enchiladas Mexican': ('veg', 480.0), 'Dal Fry': ('veg', 410.0), 'Cheese Butter Masala': ('veg', 550.0), 'Palak Paneer': ('veg', 550.0), 'Veg Handi': ('veg', 490.0), 'Paneer Makhani': ('veg', 550.0), 'Paneer Nawabi': ('veg', 575.0), 'Saag Platter': ('veg', 580.0), 'Khoya Kaju': ('veg', 540.0), 'Seedhi Saadhi Yellow Dal': ('veg', 390.0), 'Dal Makhani': ('veg', 475.0), 'Navratna Korma': ('veg', 540.0), 'Dal Tadka': ('veg', 410.0), 'Kadhai Paneer': ('veg', 550.0), 'Corn Capsicum Mushroom': ('veg', 510.0), 'Veg Kolhapuri': ('veg', 490.0), 'Subz Teen Patti': ('veg', 590.0), 'Paneer Teen Patti': ('veg', 590.0), 'Kaju Curry': ('veg', 540.0), 'Palak Corn': ('veg', 510.0), 'Jeera Aloo': ('veg', 435.0), 'Veg Hyderabadi': ('veg', 490.0), 'Vegetable & Cheese Kofta': ('veg', 560.0), 'Dum Aloo': ('veg', 490.0), 'Paneer Bhurji': ('veg', 560.0), 'Paneer Kolhapuri': ('veg', 540.0), 'Dal Bukhara': ('veg', 510.0), 'Sarso da Saag': ('veg', 475.0), 'Peri-Peri Paneer Kofta': ('veg', 560.0), 'Dhaba Paneer': ('veg', 540.0), 'Hariyali Garlic Naan': ('veg', 185.0), 'Butter Roti': ('veg', 90.0), 'Plain Roti': ('veg', 80.0), 'Butter Naan': ('veg', 145.0), 'Lachha Parantha': ('veg', 165.0), 'Garlic Naan': ('veg', 165.0), 'Khamiri Roti (Sourdough wheat flatbread)': ('veg', 210.0), 'Makke di Roti': ('veg', 115.0), 'Kulcha': ('veg', 150.0), 'Cheese Naan': ('veg', 225.0), 'Onion Kulcha': ('veg', 165.0), 'Garlic Coriander Roti': ('veg', 140.0), 'Plain Naan': ('veg', 135.0), 'Cheese Garlic Naan': ('veg', 225.0), 'Cheese Olive Naan': ('veg', 240.0), 'Mixed Vegetable Paratha': ('veg', 250.0), 'Paneer Cheese Garlic Paratha': ('veg', 260.0), 'Aloo & Onion Paratha': ('veg', 250.0), 'Gobi Paratha': ('veg', 250.0), 'Paneer Paratha': ('veg', 260.0), 'Thai Curry with Steam Rice (Green)': ('veg', 590.0), 'Steamed Rice': ('veg', 250.0), 'Thai Curry with Steam Rice (Red)': ('veg', 590.0), 'Veg Pulao': ('veg', 375.0), 'Hyderabadi Biryani': ('veg', 525.0), 'Jeera Rice': ('veg', 280.0), 'Green Peas Pulao': ('veg', 350.0), 'Veg Dum Biryani': ('veg', 525.0), 'Baked Palak Khichdi': ('veg', 490.0), 'Mexican Hot Pot': ('veg', 590.0), 'Baked Masala Khichdi': ('veg', 490.0), 'Dum Pukht Biryani': ('veg', 590.0), 'Vegetable Raita': ('veg', 140.0), 'Masala Chaas': ('veg', 140.0), 'Roasted Papad': ('veg', 50.0), 'Chaas': ('veg', 140.0), 'Pineapple Raita': ('veg', 140.0), 'Masala Papad': ('veg', 120.0), 'Plain Curd (Dahi)': ('veg', 90.0), 'Sweet Lassi': ('veg', 200.0), 'Boondi Raita': ('veg', 140.0), 'Green Salad': ('veg', 150.0), 'Fried Papad': ('veg', 50.0), 'Kachumber': ('veg', 150.0), 'Bottled Water': ('veg', 57.0), 'Belgium Hot Chocolate': ('veg', 290.0), 'Blueberry Cheesecake Jar': ('veg', 345.0), 'Choco Mud Jar': ('veg', 275.0), 'Nutella Cheesecake Jar': ('veg', 345.0), 'Kesar Pista Ice Cream': ('veg', 95.0), 'Mango Ice Cream': ('veg', 95.0), 'Carrot Cake With Cream Cheese Frosting': ('veg', 280.0), 'Newyork Style Baked Cheesecake': ('veg', 280.0), 'Vanilla Ice Cream': ('veg', 95.0), 'Choco Mud Pot': ('veg', 440.0), 'Chocolate Ice Cream': ('veg', 95.0), 'Italian Hot Chocolate': ('veg', 250.0), 'Coffee Ice Cream': ('veg', 95.0), 'Tiramisu Cake': ('veg', 270.0), 'Strawberry Tres Leches': ('veg', 350.0)}","Reviews of Nini's Kitchen, C G Road, Ahmedabad | Zomato",4.0,"{""pasta"": {""positive"": 1, ""negative"": 0}}","Nini's Kitchen, C G Road"
